related_video,aid
901276341,1060007
773926271,1060007
1037494,1060007
515932322,1060007
603931554,1060007
816337900,1060007
603195887,1060007
558563404,1060007
1196315,1060007
731596956,1060007
774303014,1060007
816512062,1060007
646382264,1060007
430934013,1060007
559084874,1060007
261299688,1060007
346186221,1060007
986632356,1060007
346217949,1060007
986263729,1060007
985904827,1060007
388760860,1060007
985920487,1060007
346799652,1060007
943637043,1060007
901389193,1060007
944099246,1060007
474302185,1060007
560917369,1060007
901239698,1060007
303574785,1060007
815822436,1060007
816830342,1060007
218460505,1060007
389029290,1060007
219270709,1060007
558339316,1060007
986464916,1060007
986156992,1060007
917270,1060003
1942601,1060003
914111,1060003
872211,1060003
905736,1060003
1156685,1060003
888456,1060003
1602487,1060003
1128594,1060003
926636,1060003
888450,1060003
1471261,1060003
888243,1060003
880156,1060003
1035260,1060003
913853,1060003
1170392,1060003
1049907,1060003
1307253,1060003
1034412,1060003
865000,1060003
934348,1060003
1845625,1060003
923103,1060003
1262425,1060003
879417,1060003
1958281,1060003
1157987,1060003
1927584,1060003
1377921,1060003
1086514,1060003
1935369,1060003
918736,1060003
1006244,1060003
1089822,1060003
1295846,1060003
1145562,1060003
1953285,1060003
2634988,1060003
920477,1060003
262379939,1060005
389714596,1060005
859995573,1060005
648249215,1060005
559549637,1060005
517539128,1060005
859615178,1060005
517946196,1060005
562782345,1060005
605223302,1060005
562749428,1060005
563242425,1060005
1075250,1060005
902942994,1060005
732423841,1060005
559985864,1060005
348114481,1060005
475634271,1060005
817827870,1060005
475227775,1060005
988272155,1060005
902257457,1060005
647838808,1060005
860263380,1060005
902325435,1060005
945412683,1060005
647341053,1060005
347644013,1060005
732491945,1060005
647492392,1060005
517872304,1060005
559890825,1060005
988099052,1060005
517840039,1060005
817508840,1060005
733218699,1060005
390514844,1060005
475496672,1060005
903164359,1060005
427836382,1060001
558784172,1060001
16683565,1060001
498885046,1060001
668488212,1060001
47712316,1060001
28934196,1060001
245778356,1060001
888917572,1060001
898109454,1060001
76667218,1060001
30336936,1060001
546829910,1060001
57879080,1060001
49429513,1060001
758035663,1060001
808420525,1060001
15058486,1060001
43336533,1060001
205970956,1060001
1287048,1060001
625429571,1060001
911900,1060001
968145518,1060001
291530741,1060001
839337318,1060001
202594402,1060001
841520116,1060001
689082333,1060001
209624406,1060001
75068201,1060001
5711490,1060001
34333821,1060001
937290600,1060001
1596501,1060001
376531571,1060001
1025367,1060001
717075008,1060001
82647632,1060001
248095566,1060001
675864850,1060002
672051716,1060002
37699197,1060002
1093560,1060002
29292053,1060002
5892274,1060002
4218455,1060002
1180193,1060002
1653613,1060002
1079475,1060002
1597977,1060002
1748440,1060002
2108716,1060002
1040638,1060002
73170875,1060002
1235333,1060002
1497182,1060002
1732780,1060002
1679279,1060002
7128019,1060002
1110977,1060002
17967797,1060002
3352718,1060002
1983430,1060002
14508409,1060002
4649161,1060002
23449272,1060002
5038526,1060002
1627554,1060002
4365344,1060002
11719869,1060002
2113516,1060002
50950323,1060002
4833726,1060002
70007919,1060002
1328312,1060002
455944442,1060002
7643273,1060002
668346968,1060002
1538697,1060002
412644301,1060011
968652,1060011
25971498,1060011
312361,1060011
216153663,1060011
18217811,1060011
636079009,1060011
17212136,1060011
821834,1060011
17280676,1060011
3270400,1060011
38756873,1060011
87438317,1060011
203664512,1060011
54916969,1060011
414751440,1060011
740495,1060011
43506931,1060011
886363612,1060011
53081833,1060011
421322,1060011
19780305,1060011
288285114,1060011
944116,1060011
521166,1060011
21728292,1060011
75151669,1060011
418859548,1060011
2754081,1060011
763724,1060011
20963642,1060011
391914,1060011
14936613,1060011
252251975,1060011
840731,1060011
64849591,1060011
