BV1cx411T7rS,1090007,1,130,音乐综合,2,http://i0.hdslb.com/bfs/archive/8ba60b7f4c589c7f8b25cb130139375cc49b2984.jpg,桃色幸运草Z 新单宣传CM,1398682572,1497353839,ももいろクローバーZ / 「泣いてもいいんだよ」CM（発売前）,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19653,小清水亜美,http://i0.hdslb.com/bfs/face/47a3bc87df7ad433a8d8bb9dcfae5494b58f4342.jpg,1090007,691,4,0,0,0,4,0,0,2,0,,,,1575274,640,360,0,,0,False,False,True,False,False,,,1090007
BV1cx411T7rU,1090000,1,171,电子竞技,2,http://i0.hdslb.com/bfs/archive/5730e5f6454c395885971004fa3905a0d13a8791.jpg,【LPL】酒酒解说 春季赛WE VS LGD柯南锤石,1398682414,1497423823,优酷 搬运,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381738,M.Scarlet,https://i0.hdslb.com/bfs/face/cc89d98e0c65c0d18a05f4d179831e5efc9e35bc.jpg,1090000,1284,22,1,3,0,6,0,0,0,0,,,,1575264,1104,622,0,,0,False,False,False,False,False,,,1090000
BV1cx411T7rX,1090004,1,171,电子竞技,2,http://i2.hdslb.com/bfs/archive/0037be9278f45e03bf7b133870e8ad38e659929b.jpg,楼主视频 吉格斯爆炸的团战艺术,1398682526,1497423823,优酷 搬运,0,2314,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381738,M.Scarlet,https://i0.hdslb.com/bfs/face/cc89d98e0c65c0d18a05f4d179831e5efc9e35bc.jpg,1090004,1340,57,4,3,0,3,0,0,0,0,,,,1575269,638,360,0,,0,False,False,False,False,False,,,1090004
BV1cx411T7r1,1090003,1,24,MAD·AMV,2,http://i0.hdslb.com/bfs/archive/5f67825ab8b50e73edf21d2f83e2e9013eb607d1.jpg,【銀魂AMV】松阳＆弟子物语 银时＆晋助,1398682506,1497426355,YouTube 很喜欢就搬过来了YouTube 转自https://www.youtube.com/watch?v=qifrvemagvU-高杉晋助 侵删,0,467,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1954932,神了,http://i0.hdslb.com/bfs/face/92c603dd9915cd3269ecb0334b4b950262059bf2.jpg,1090003,1846,53,8,50,10,3,0,0,10,0,,,,1575268,640,360,0,,0,False,False,False,False,False,,,1090003
BV1cx411T7ki,1090018,1,30,VOCALOID·UTAU,1,http://i1.hdslb.com/bfs/archive/cafd4f145dc6de7c4f62b4bf11db80482ca7194f.jpg,【洛天依】情深深雨蒙蒙,1398682980,1497427636,自制 昨天两小时的产物......你们明白一星期只能上三个小时网的孩纸的无奈呢？0.0嗯凑乎听吧,0,285,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3200616,KirsiSuigintou,https://i0.hdslb.com/bfs/face/5b86a707299344ca8229d388fc5ef47188fca1ab.jpg,1090018,1997,125,8,7,5,5,0,0,2,0,,,,1575287,320,240,0,,0,False,False,False,False,False,,,1090018
BV1cx411T7rr,1090015,1,176,汽车生活,2,http://i0.hdslb.com/bfs/archive/373a60b7503e216fbdbbd3cec38bad49d6c5c819.jpg,【汽车之家】加速够快油耗够低 原创试驾比亚迪秦,1398682888,1497424916,汽车之家 比亚迪秦最大的亮点，莫过于它装备的混合动力总成了。通过1.5T发动机与电动机的组合，秦的总功率输达到了295马力，最大扭矩更是高达479N·m。而如此抢眼的性能参数，也使得它能够轻松战胜奥迪TT这样的对手。同时，除了性能方面，它在燃油经济性上也颇有建树，令人颇为赞叹。不过，虽然秦有着许许多多的优点，但是驾乘感受、品质和后期使用方面的不足，也确实存在。,0,1058,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,752548,特伦希斯家的Simon,https://i1.hdslb.com/bfs/face/730d20b6e0e9408a566d7469806baf1c8c432890.jpg,1090015,10980,295,6,27,5,23,0,0,6,0,,,,1575285,638,360,0,,0,False,False,False,False,False,,,1090015
BV1cx411T7kB,1090016,1,51,资讯,2,http://i1.hdslb.com/bfs/archive/3793a9a4b7a3b2842dcd0d948e279c97ce2e369b.jpg,『魔法科高中的劣等生』第5话预告,1398682949,1497405520,新浪 『魔法科高中的劣等生』第5话预告,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,234537,Touwa_Erio,http://i0.hdslb.com/bfs/face/bc8fc403b25d58e2d266045d7beff114ed454718.jpg,1090016,738,14,2,0,0,17,0,0,0,0,,,,1575286,640,360,0,,0,False,False,False,False,False,,,1090016
BV1cx411T7k4,1090027,1,31,翻唱,1,http://i0.hdslb.com/bfs/archive/35d559739866f312ddd0babae3eb3cd956377bf5.jpg,【刚果儿翻唱】「secret base」那个夏天，两行清泪，一声道别,1398683260,1497425742,av636786 【第十二作】歌：刚果儿，后期：刚果儿 pv：av636786  音质画质都有点渣，反正也没人看…… 原视频四千多码率，比这个好听多了，我不开心TUT   新浪微博@来自刚果儿星球的刚果儿     [我就是来卖萌的，卖完我就走……][无视水印我们还是好朋友],0,374,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1473753,刚果儿,https://i0.hdslb.com/bfs/face/f925f84af480010b40acb252a208e1c66d694483.jpg,1090027,3279,88,21,11,13,4,0,0,1,0,,,,1575298,480,360,0,,0,False,False,False,False,False,,,1090027
BV1cx411T7k8,1090024,1,17,单机游戏,1,http://i1.hdslb.com/bfs/archive/e49959e4903e34f256eb18d6533b79cbc8858cf2.jpg,★我的世界★Minecraft《籽岷的模组介绍 1.7.2趣味模组合集 III》,1398683186,1497424780,"自制 嗨~大家好~我是极游网的籽岷~今天再给大家介绍五个1.7.2最新的趣味模组~分别是无方块地形~腰包显示~善良的苦力怕~随机矿物~黑耀石小船的模组~希望大家喜欢~
下载地址：http://tieba.baidu.com/p/3010883887",0,702,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,686127,籽岷,https://i0.hdslb.com/bfs/face/7efb679569b2faeff38fa08f6f992fa1ada5e948.webp,1090024,47812,1683,72,169,44,7,0,146,107,0,,,,1575294,638,360,0,,0,False,False,False,False,False,,,1090024
BV1cx411T7ke,1090028,1,183,影视剪辑,2,http://i2.hdslb.com/bfs/archive/a0ff1ddebf54fe10630d968028061fe9668f5d29.jpg,【舞乐传奇】舞乐乱炖BY仰望之低,1398683269,1497427749,"代发： 舞乐乱炖BY仰望之低
作者：仰望之低
【兰夜】【霜灵】【云客】【海岭】，看图看故事，有腐有百合 【慎慎慎戳】剧情还是戳[最右]土豆简介——未完待续什么的。。。不要信
原博地址http://weibo.com/2052432212/B1zBZ6Wf1
土豆网链接http://www.tudou.com/programs/view/uHcnCmc0Sx4/",0,96,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3323197,赤道往北40度,http://i0.hdslb.com/bfs/face/e708221ca5ff803d0571e178fac25b9f1a79807c.jpg,1090028,1335,63,6,11,0,5,0,0,4,0,,,,1575299,642,360,0,,0,False,False,False,False,False,,,1090028
