View_pages_cid,View_pages_page,View_pages_from,View_pages_part,View_pages_duration,View_pages_vid,View_pages_weblink,View_pages_dimension_width,View_pages_dimension_height,View_pages_dimension_rotate,aid
1855078,1,vupload,,219,,,640,360,0,1230004
1855432,1,vupload,第三章01话,235,,,640,480,0,1230005
1855439,2,vupload,BGM：勇气,55,,,640,480,0,1230005
1855440,3,vupload,BGM：battle,39,,,640,480,0,1230005
1855071,1,vupload,,30,,,640,352,0,1230000
1855073,1,vupload,,78,,,640,360,0,1230001
1855074,1,vupload,,5227,,,672,378,0,1230002
1855087,1,vupload,君往何处,149,,,448,336,0,1230007
1855088,2,vupload,Bad Apple,158,,,448,336,0,1230007
1855089,3,vupload,少女綺想曲,135,,,448,336,0,1230007
1855090,4,vupload,克罗地亚狂想曲,145,,,448,336,0,1230007
1855091,5,vupload,Night Of Fire,177,,,448,336,0,1230007
1855092,6,vupload,鮮烈之龍,124,,,448,336,0,1230007
1855093,7,vupload,野蜂飞舞,126,,,448,336,0,1230007
1917863,8,vupload,大家好,146,,,480,360,0,1230007
1917864,9,vupload,神圣之光,159,,,640,360,0,1230007
1917865,10,vupload,Please,139,,,480,360,0,1230007
1917866,11,vupload,自新大陆,155,,,480,360,0,1230007
1917867,12,vupload,Second Choice,131,,,480,360,0,1230007
1855703,1,vupload,,2430,,,640,360,0,1230010
1855113,1,vupload,,194,,,640,360,0,1230022
1855123,1,vupload,,19,,,640,360,0,1230026
1855135,1,vupload,,249,,,640,360,0,1230031
1855151,1,vupload,,32,,,640,360,0,1230041
1855256,1,vupload,,22,,,640,360,0,1230044
1855254,1,vupload,【洛天依×言和×IA】,185,,,640,360,0,1230043
1855255,2,vupload,【洛天依×IA】,211,,,640,360,0,1230043
1855013,1,vupload,,190,,,592,360,0,1230058
1855277,1,vupload,,234,,,640,360,0,1230056
1855264,1,vupload,,1740,,,640,360,0,1230050
1855272,1,vupload,,1377,,,640,360,0,1230053
1855306,1,vupload,,285,,,512,384,0,1230066
1855302,1,vupload,,141,,,640,360,0,1230067
1855105,1,vupload,,44,,,640,360,0,1230072
1855125,1,vupload,,16,,,640,360,0,1230071
1855015,1,vupload,,17,,,640,360,0,1230070
1855323,1,vupload,,262,,,480,270,0,1230078
1855338,1,vupload,,3588,,,640,360,0,1230087
2011256,1,vupload,,637,,,640,360,0,1230086
1855355,1,vupload,,1463,,,448,336,0,1230094
1855367,1,vupload,P1,197,,,480,272,0,1230098
1855368,2,vupload,P2,92,,,480,272,0,1230098
1855369,3,vupload,P3,125,,,480,272,0,1230098
1855370,4,vupload,P4,157,,,480,272,0,1230098
1855349,1,vupload,,320,,,640,352,0,1230091
1855362,1,vupload,可爱多国际版：Love Ride 爱的旅程,308,,,480,272,0,1230097
3489173,2,vupload,最荒唐的美好,334,,,640,360,0,1230097
3489174,3,vupload,40 Love,536,,,640,264,0,1230097
3489175,4,vupload,废墟上的风景,618,,,640,352,0,1230097
3489176,5,vupload,Beauty and The Geek 当淑女遇到宅男,537,,,640,360,0,1230097
3489177,6,vupload,Kismet Diner 你被写在我的眼睛里,540,,,640,352,0,1230097
1855404,1,vupload,,30,,,480,272,0,1230108
1855402,1,vupload,,984,,,638,360,0,1230107
1855423,1,vupload,,127,,,640,360,0,1230116
1855956,1,vupload,03「ナナナナ」,281,,,640,360,0,1230112
1771221,2,vupload,02「パノプティコン労働歌 第一」,314,,,640,360,0,1230112
1574389,3,vupload,"01「Let’s貢献! 〜恋の懲役は1,000,000年〜」",798,,,640,360,0,1230112
1855961,4,vupload,  优酷 ,280,,,672,378,0,1230112
1855426,1,vupload,01,1636,,,448,336,0,1230120
1855427,2,vupload,02,1647,,,448,336,0,1230120
1855428,3,vupload,03,1804,,,448,336,0,1230120
1855429,4,vupload,04,780,,,448,336,0,1230120
1855434,1,vupload,,369,,,640,360,0,1230121
1855442,1,vupload,,2984,,,640,360,0,1230123
1855462,1,vupload,,229,,,512,288,0,1230131
1855476,1,vupload,,5,,,640,360,0,1230141
1855487,1,vupload, C组CJF vs BFM 1  ,3342,,,672,378,0,1230148
1855488,2,vupload,  CJF vs BFM 2 ,2515,,,672,378,0,1230148
1855489,3,vupload,   D组CJ Blaze vs MKZ 1 ,3738,,,672,378,0,1230148
