account,count,num,size,aid
1,1,1,3,1230004
3,3,1,3,1230005
6,6,1,3,1230000
50,43,1,3,1230001
1,1,1,3,1230002
5,3,1,3,1230007
16,9,1,3,1230010
76,55,1,3,1230022
6,5,1,3,1230026
10,7,1,3,1230031
5,4,1,3,1230041
0,0,1,3,1230044
48,35,1,3,1230043
0,0,1,3,1230058
2,2,1,3,1230056
0,0,1,3,1230050
10,6,1,3,1230053
2,2,1,3,1230066
12,12,1,3,1230067
1,1,1,3,1230072
7,7,1,3,1230071
3,3,1,3,1230070
5,2,1,3,1230078
1,1,1,3,1230087
5,5,1,3,1230086
3,3,1,3,1230094
2,2,1,3,1230098
3,3,1,3,1230091
10,8,1,3,1230097
0,0,1,3,1230108
1,1,1,3,1230107
44,41,1,3,1230116
5,5,1,3,1230112
0,0,1,3,1230120
16,6,1,3,1230121
1,1,1,3,1230123
1,1,1,3,1230131
3,2,1,3,1230141
18,17,1,3,1230148
8,7,1,3,1230146
9,6,1,3,1230147
127,32,1,3,1230158
3,3,1,3,1230154
2,2,1,3,1230164
8,5,1,3,1230167
13,13,1,3,1230170
0,0,1,3,1230184
86,40,1,3,1230185
1,1,1,3,1230195
15,15,1,3,1230192
1,1,1,3,1230201
35,23,1,3,1230207
0,0,1,3,1230200
2,2,1,3,1230208
19,9,1,3,1230218
5,5,1,3,1230211
3,2,1,3,1230216
4,4,1,3,1230212
20,19,1,3,1230215
11,11,1,3,1230214
7,6,1,3,1230213
1,1,1,3,1230222
0,0,1,3,1230221
8,8,1,3,1230226
3,3,1,3,1230238
2,2,1,3,1230257
45,40,1,3,1230250
2,2,1,3,1230268
3,3,1,3,1230261
11,11,1,3,1230267
2,2,1,3,1230266
21,20,1,3,1230275
5,4,1,3,1230271
19,9,1,3,1230276
0,0,1,3,1230288
4,4,1,3,1230280
11,10,1,3,1230281
6,6,1,3,1230286
9,6,1,3,1230298
2,2,1,3,1230293
12,10,1,3,1230292
4,4,1,3,1230290
2,3,1,3,1230294
2,3,1,3,1230295
83,51,1,3,1230301
4,4,1,3,1230305
18,16,1,3,1230306
0,0,1,3,1230308
9,9,1,3,1230311
29,8,1,3,1230315
9,9,1,3,1230318
4,3,1,3,1230321
22,17,1,3,1230325
2,1,1,3,1230335
25,11,1,3,1230330
6,4,1,3,1230344
290,210,1,3,1230346
33,28,1,3,1230358
1,1,1,3,1230356
1,1,1,3,1230355
4,4,1,3,1230360
43,33,1,3,1230368
0,0,1,3,1230362
0,0,1,3,1230372
1,1,1,3,1230377
16,8,1,3,1230385
0,0,1,3,1230388
3,2,1,3,1230391
1,1,1,3,1230394
2,3,1,3,1230396
24,19,1,3,1230393
0,0,1,3,1230408
14,5,1,3,1230400
0,0,1,3,1230405
0,0,1,3,1230410
0,0,1,3,1230413
4,3,1,3,1230420
0,0,1,3,1230426
3,2,1,3,1230421
29,7,1,3,1230425
1,1,1,3,1230433
138,72,1,3,1230434
31,29,1,3,1230435
455,221,1,3,1230437
104,77,1,3,1230431
5,2,1,3,1230444
0,0,1,3,1230445
2,2,1,3,1230446
0,0,1,3,1230450
5,5,1,3,1230453
14,11,1,3,1230457
3,2,1,3,1230458
11,5,1,3,1230451
2,1,1,3,1230460
10,3,1,3,1230465
