related_video,aid
10293863,1230004
1526854,1230004
13088343,1230004
3967232,1230004
830969,1230004
2546806,1230004
370455484,1230004
1315248,1230004
2048600,1230004
10528001,1230004
967943427,1230004
2361941,1230004
711104,1230004
4692267,1230004
30070362,1230004
55343500,1230004
2517111,1230004
788327,1230004
1136871,1230004
3723745,1230004
970441,1230004
1031174,1230004
762371,1230004
1611711,1230004
35582045,1230004
1304841,1230004
2553026,1230004
11429527,1230004
712991447,1230004
1987970,1230004
582944388,1230004
15070612,1230004
740211,1230004
841442214,1230004
2322017,1230004
1141855,1230004
1051654,1230004
1249193,1230004
2606287,1230004
40661219,1230004
857238,1230005
262319,1230005
438269,1230005
366730,1230005
436883,1230005
644120351,1230005
857470,1230005
838111213,1230005
27662626,1230005
16620371,1230005
5123388,1230005
1206131,1230005
988335096,1230005
1417520,1230005
433181868,1230005
440046,1230005
220690873,1230005
64394918,1230005
775830290,1230005
893868,1230005
860569385,1230005
3468038,1230005
815969402,1230005
443552,1230005
583127,1230005
2843032,1230005
384962106,1230005
810128,1230005
4422487,1230005
764032770,1230005
448472,1230005
432426667,1230005
732504485,1230005
452730,1230005
12695498,1230005
12694053,1230005
22066205,1230005
1415929,1230005
626491,1230005
860715470,1230005
1325857,1230000
246835081,1230000
1227932,1230000
971786344,1230000
75095560,1230000
1276158,1230000
714346533,1230000
12312272,1230000
629269895,1230000
331971734,1230000
331886002,1230000
9958885,1230000
12286227,1230000
15509419,1230000
246792485,1230000
12269095,1230000
10631208,1230000
245554691,1230000
10459031,1230000
1234861,1230000
1234748,1230000
12284176,1230000
2019144,1230000
12549503,1230000
42980629,1230000
801848048,1230000
12034544,1230000
1267066,1230000
61444303,1230000
53497442,1230000
459342511,1230000
11932991,1230000
45973619,1230000
50994038,1230000
69938062,1230000
25866330,1230000
14897980,1230000
77411199,1230000
426188492,1230000
11138199,1230000
333431204,1230001
15373380,1230001
46537975,1230001
588432946,1230001
66597445,1230001
2148788,1230001
26104486,1230001
203697203,1230001
91103743,1230001
594211506,1230001
514915529,1230001
463111,1230001
927071404,1230001
514526842,1230001
289499082,1230001
973667021,1230001
11654893,1230001
90558301,1230001
585323746,1230001
379385372,1230001
83527601,1230001
840638675,1230001
1191154,1230001
680893329,1230001
57435410,1230001
772094705,1230001
74863136,1230001
11512630,1230001
17353021,1230001
548312619,1230001
216855,1230001
67361196,1230001
609850,1230001
285583604,1230001
20634150,1230001
57388203,1230001
919717,1230001
841030308,1230001
17476250,1230001
248382994,1230001
46634943,1230002
653496,1230002
1306604,1230002
327818579,1230002
1116160,1230002
28002011,1230002
946865,1230002
1017424,1230002
8159582,1230002
6268423,1230002
1215429,1230002
93784773,1230002
1688364,1230002
1259167,1230002
4602352,1230002
5160475,1230002
2380176,1230002
3666137,1230002
4281229,1230002
1249688,1230002
1046133,1230002
1290708,1230002
2780987,1230002
882804,1230002
2907498,1230002
3238492,1230002
346241,1230002
1727435,1230002
561246,1230002
14836999,1230002
1062857,1230002
1337694,1230002
8686575,1230002
21485132,1230002
3481327,1230002
2340306,1230002
5217071,1230002
851447,1230002
79173360,1230002
22055637,1230002
881984,1230007
32693469,1230007
3575496,1230007
26446587,1230007
466792153,1230007
84134888,1230007
968464614,1230007
21759136,1230007
14307489,1230007
19609870,1230007
759556686,1230007
14307129,1230007
687177877,1230007
50438906,1230007
592070206,1230007
675102537,1230007
14306629,1230007
18292063,1230007
429661325,1230007
28685854,1230007
14307206,1230007
3220503,1230007
17380720,1230007
646315889,1230007
14501222,1230007
1716019,1230007
18548213,1230007
46756956,1230007
1709076,1230007
49802637,1230007
2280405,1230007
1716635,1230007
1838619,1230007
8417152,1230007
3218091,1230007
55211539,1230007
30762603,1230007
4539031,1230007
8416361,1230007
