rpid,oid,type,mid,root,parent,dialog,count,rcount,floor,state,fansgrade,attr,ctime,like,action,content,replies,assist,show_follow,aid
511941322,1210006,1,14538666,0,0,0,0,0,4,0,0,0,1513250086,15,0,"{'message': '萌翻了~', 'plat': 0, 'device': ''}",,0,False,1210006
302055940,1210006,1,76426577,0,0,0,0,0,2,0,0,0,1499005707,10,0,"{'message': 'hhhhhhh两人很萌啊！', 'plat': 0, 'device': ''}",,0,False,1210006
2366170702,1210006,1,408177832,0,0,0,0,0,6,0,0,0,1581554220,5,0,"{'message': '哈哈哈哈哈哈无痕你手放哪呢？！！！', 'plat': 0, 'device': ''}",,0,False,1210006
134742291,1210012,1,7802445,0,0,0,0,0,2,0,0,0,1471872763,1,0,"{'message': '╮(￣▽￣)╭', 'plat': 0, 'device': ''}",,0,False,1210012
126019219,1210012,1,2574386,0,0,0,1,1,1,2,0,0,1470318936,1,0,"{'message': '***哈哈哈（￣▽￣）', 'plat': 0, 'device': ''}",,0,False,1210012
1394540866,1210016,1,394076849,0,0,0,0,0,27,0,0,0,1550336053,23,0,"{'message': '据BBC报道，曾在《帝国的毁灭》电影中饰演阿道夫.希特勒一角的布鲁诺.甘茨(BrunoGanz，1941.3.22~2019.2.16)于2019年2月16日在家中去世，享年77岁。\n布鲁诺甘茨于1941年出生于瑞土苏黎世，他曾出演过《柏林苍穹下》、《朗读者》 等电影,他在《帝国的毁灭》中饰演的阿道夫希特勒一角给观众们留下了深刻的印象。\n\n让我们共同悼念这位伟大的演员，以及铭记他的传奇电影人生', 'plat': 0, 'device': ''}",,0,False,1210016
141849302,1210016,1,26074587,0,0,0,0,0,12,0,0,0,1473502966,7,0,"{'message': '精了，2004年的电影画质这么好', 'plat': 0, 'device': ''}",,0,False,1210016
336683418,1210016,1,39192142,0,0,0,0,0,13,0,0,0,1500198168,5,0,"{'message': '空降渣渣2.28', 'plat': 0, 'device': ''}",,0,False,1210016
14905913,1210013,1,2177632,0,0,0,1,1,1,0,0,0,1403078121,1,0,"{'message': '如果弹幕能过千，就拿出我珍藏已久的图包库%&gt;_&lt;%(&quot;▔□▔)/', 'plat': 0, 'device': ''}",,0,False,1210013
15051571,1210013,1,3725919,0,0,0,1,1,6,0,0,0,1403583544,0,0,"{'message': '境界的皮肤偶像裁判', 'plat': 0, 'device': ''}",,0,False,1210013
15028935,1210013,1,350709,0,0,0,0,0,5,0,0,0,1403499773,0,0,"{'message': '这个在哪看过啊，求名字', 'plat': 0, 'device': ''}",,0,False,1210013
29605451,1210023,1,6620507,0,0,0,0,0,13,0,0,0,1429850046,0,0,"{'message': '求bgm。。。', 'plat': 0, 'device': ''}",,0,False,1210023
15124423,1210023,1,2914812,0,0,0,0,0,12,0,0,0,1403848363,0,0,"{'message': 'shy欢迎你们的到来\n', 'plat': 0, 'device': ''}",,0,False,1210023
15068133,1210023,1,839383,0,0,0,0,0,11,0,0,0,1403627836,0,0,"{'message': '_(:3」∠)_   难道纯净服就少人来么', 'plat': 0, 'device': ''}",,0,False,1210023
14912971,1210043,1,442050,0,0,0,0,0,19,0,0,0,1403096000,14,0,"{'message': '别被声音骗了他确实是妹子！！(･∀･)', 'plat': 0, 'device': ''}",,0,False,1210043
14915934,1210043,1,3582667,0,0,0,7,6,24,0,0,0,1403103113,7,0,"{'message': '尼玛，难道我还能是平胸扶她娘吗？这么没节操的东西谁会去看啊！是扶她娘也得巨乳啊！(╯°口°)╯(┴—┴', 'plat': 0, 'device': ''}",,0,False,1210043
15164100,1210043,1,3069147,0,0,0,3,3,41,0,0,0,1403953431,3,0,"{'message': '求BUG 还有 乃头像我收了ε=ε=(ノ≧∇≦)ノ', 'plat': 0, 'device': ''}",,0,False,1210043
638097871,1210040,1,741722,0,0,0,0,0,1,0,0,0,1518758234,3,0,"{'message': '发现历史遗迹', 'plat': 0, 'device': ''}",,0,False,1210040
16735702,1210042,1,1897757,0,0,0,0,0,39,0,0,0,1407159822,3,0,"{'message': '注意力被bgm带偏＋1', 'plat': 0, 'device': ''}",,0,False,1210042
14952770,1210042,1,934075,0,0,0,3,3,21,0,0,0,1403254549,2,0,"{'message': '我感觉全程注意力都被BGM带偏了[拜拜]up主是tin厨吧是吧是吧？！', 'plat': 0, 'device': ''}",,0,False,1210042
14966989,1210042,1,26106,0,0,0,0,0,31,0,0,0,1403292074,1,0,"{'message': '我这，睡觉开风扇吹，不盖被子，不穿任何衣服，醒来时还会出汗。\n非常喜欢银耳和薏米(｡･ω･｡)', 'plat': 0, 'device': ''}",,0,False,1210042
612341771,1210051,1,21128224,0,0,0,1,1,4,0,0,0,1517569065,1,0,"{'message': '加油虽然过去了三年', 'plat': 0, 'device': ''}",,0,False,1210051
15007524,1210051,1,1941858,0,0,0,1,1,3,0,0,0,1403427300,0,0,"{'message': 'ε=ε=(ノ≧∇≦)ノ拖了辣么久我终于来啦。先点个赞。感觉底气有些不足啊，不过还是挺好听的呀。希望以后会唱得更好。加油（￣▽￣）', 'plat': 0, 'device': ''}",,0,False,1210051
14930317,1210051,1,389084,0,0,0,1,1,2,0,0,0,1403169512,0,0,"{'message': '挺赞的 加油(=・ω・=)', 'plat': 0, 'device': ''}",,0,False,1210051
16676949,1210066,1,2511169,0,0,0,0,0,1,0,0,0,1407057056,2,0,"{'message': '很燃', 'plat': 0, 'device': ''}",,0,False,1210066
3410666859,1210066,1,3306950,0,0,0,0,0,2,0,0,0,1598381241,0,0,"{'message': '这个是不是杨志的字幕', 'plat': 0, 'device': ''}",,0,False,1210066
130646900,1210064,1,14394675,0,0,0,0,0,3,0,0,0,1471164910,0,0,"{'message': '萌死了组长他们啊啊啊啊啊啊 啊', 'plat': 0, 'device': ''}",,0,False,1210064
101437216,1210064,1,8272984,0,0,0,0,0,2,0,0,0,1463290889,0,0,"{'message': '，没人啊', 'plat': 0, 'device': ''}",,0,False,1210064
28112806,1210064,1,1291954,0,0,0,0,0,1,0,0,0,1427797822,0,0,"{'message': '银他妈4月再开，赶紧来复习一下', 'plat': 0, 'device': ''}",,0,False,1210064
14908224,1210073,1,29824,0,0,0,1,1,2,0,0,0,1403084919,0,0,"{'message': '弄个NPC不离队啦~烦得要死', 'plat': 0, 'device': ''}",,0,False,1210073
14907884,1210073,1,29824,0,0,0,1,1,1,0,0,0,1403084009,0,0,"{'message': '村子的好感是征兵用 好感高兵多点 满好感一次20人左右', 'plat': 0, 'device': ''}",,0,False,1210073
4158265174,1210074,1,260247966,0,0,0,0,0,2,0,0,0,1613853398,0,0,"{'message': '我就是在这一年入坑的', 'plat': 0, 'device': ''}",,0,False,1210074
4156766725,1210074,1,49611936,0,0,0,0,0,1,0,0,0,1613829726,0,0,"{'message': '七年前的老视频居然没有评论。。。可惜堕落之殿是永远不会回来了', 'plat': 0, 'device': ''}",,0,False,1210074
116727214240,1210074,1,525043562,0,0,0,0,0,3,0,0,0,1655129276,0,0,"{'message': '我印象很深刻', 'plat': 0, 'device': ''}",,0,False,1210074
233203428,1210078,1,15286963,0,0,0,0,0,3,0,0,0,1491704365,0,0,"{'message': '这个有动画了没', 'plat': 0, 'device': ''}",,0,False,1210078
14913423,1210078,1,45540,0,0,0,0,0,2,0,0,0,1403097161,0,0,"{'message': '人设略崩,没有还原漫画里的那种骚想干阿', 'plat': 0, 'device': ''}",,0,False,1210078
14910806,1210078,1,1645683,0,0,0,0,0,1,0,0,0,1403090778,0,0,"{'message': '哈哈，小孔作者另一部作品', 'plat': 0, 'device': ''}",,0,False,1210078
14911305,1210076,1,1328082,0,0,0,0,0,1,0,0,0,1403091875,1,0,"{'message': '刚刚突然通知我们20号晚上就能回家............暑假放完回来考期末考，有谁比我们学院吊？？？？', 'plat': 0, 'device': ''}",,0,False,1210076
109443747264,1210084,1,354101663,0,0,0,1,1,4,0,0,512,1650084204,0,0,"{'message': '加油', 'plat': 0, 'device': ''}",,0,False,1210084
15013048,1210084,1,947154,0,0,0,1,1,3,0,0,512,1403437712,0,0,"{'message': 'up主加油做的很好！！！', 'plat': 0, 'device': ''}",,0,False,1210084
14907100,1210084,1,1876693,0,0,0,0,0,2,0,0,0,1403081925,0,0,"{'message': '（￣▽￣）短', 'plat': 0, 'device': ''}",,0,False,1210084
133616516032,1210087,1,1570502494,0,0,0,0,0,3,0,0,0,1665753518,47,0,"{'message': '球衣都送上了，我羡慕死了都', 'plat': 0, 'device': ''}",,0,False,1210087
14905728,1210087,1,781204,0,0,0,1,1,1,0,0,0,1403077466,27,0,"{'message': '好可爱..其实比其他孩子有勇气', 'plat': 0, 'device': ''}",,0,False,1210087
136817163600,1210087,1,85698272,0,0,0,0,0,9,0,0,0,1667965568,21,0,"{'message': '我记得新闻好像说后续梅西送了这球童签名球衣[笑哭]，等等14年的视频怎么会有推荐[doge]', 'plat': 0, 'device': ''}",,0,False,1210087
682372474,1210090,1,28545281,0,0,0,0,0,71,0,0,0,1520929616,25,0,"{'message': '看了下投稿。。。嗯，up主还在啊，莫名心安了些(<_<)虽然我沙包，但是在2018，还有一群和我一样沙包的小伙伴陪我打则。。。看了这个让我想起了我们打则。。我们打那个叫真-菜鸡互啄，也是非常喜感的画面(｀・ω・´)', 'plat': 0, 'device': ''}",,0,False,1210090
14960342,1210090,1,919832,0,0,0,0,0,24,0,0,0,1403271033,12,0,"{'message': '谁！是谁干的！谁把我JSB的录像丢给黑L的！', 'plat': 0, 'device': ''}",,0,False,1210090
738603076,1210090,1,11639987,0,0,0,1,1,72,0,0,0,1524057401,10,0,"{'message': '看我这一铲挖到了什么！[2233娘_吃惊]', 'plat': 0, 'device': ''}",,0,False,1210090
3700169506,1210095,1,387296383,0,0,0,0,0,3,0,0,0,1605184996,0,0,"{'message': '[鼓掌][点赞]', 'plat': 0, 'device': ''}",,0,False,1210095
15464984,1210095,1,734485,0,0,0,0,0,2,0,0,0,1404733328,0,0,"{'message': '能下载吗？', 'plat': 0, 'device': ''}",,0,False,1210095
14984997,1210095,1,4126021,0,0,0,1,1,1,0,0,0,1403352616,0,0,"{'message': '求歌名ε=ε=(ノ≧∇≦)ノ', 'plat': 0, 'device': ''}",,0,False,1210095
16361100,1210100,1,264793,0,0,0,0,0,1,0,0,0,1406477325,7,0,"{'message': '马尾帅cry', 'plat': 0, 'device': ''}",,0,False,1210100
368080009,1210100,1,2743559,0,0,0,0,0,11,0,0,0,1502191796,6,0,"{'message': '好喜欢这个企划啊w 一直想要是哪天全员都吃到辣酱会是什么表情', 'plat': 0, 'device': ''}",,0,False,1210100
21780797,1210100,1,6837702,0,0,0,0,0,2,0,0,0,1417244016,2,0,"{'message': '☆短剧：背叛者2012~~终于复活了！！！！出自av1507225', 'plat': 0, 'device': ''}",,0,False,1210100
15262546,1210104,1,818294,0,0,0,0,0,2,0,0,0,1404273647,0,0,"{'message': '求mp3版_(:3」∠)_', 'plat': 0, 'device': ''}",,0,False,1210104
15086101,1210104,1,481540,0,0,0,0,0,1,0,0,0,1403702034,0,0,"{'message': '有游戏吗？', 'plat': 0, 'device': ''}",,0,False,1210104
1173512331,1210121,1,422727,0,0,0,0,0,4,0,0,0,1541694597,0,0,"{'message': '牛逼啊曾哥', 'plat': 0, 'device': ''}",,0,False,1210121
39825713,1210121,1,426938,0,0,0,0,0,3,0,0,0,1440845697,0,0,"{'message': '球球！～～～～～～', 'plat': 0, 'device': ''}",,0,False,1210121
16769590,1210121,1,1113929,0,0,0,1,1,2,0,0,0,1407229752,0,0,"{'message': 'up可有mp3版的 跪求一份。。', 'plat': 0, 'device': ''}",,0,False,1210121
14906004,1210127,1,150848,0,0,0,0,0,1,0,0,0,1403078489,1,0,"{'message': 'UP主...1069....(｡･ω･｡)\n', 'plat': 0, 'device': ''}",,0,False,1210127
395542472,1210127,1,25467734,0,0,0,0,0,5,0,0,0,1503811061,0,0,"{'message': '111', 'plat': 0, 'device': ''}",,0,False,1210127
359341277,1210127,1,19535311,0,0,0,0,0,4,0,0,0,1501650460,0,0,"{'message': '挖坟！', 'plat': 0, 'device': ''}",,0,False,1210127
15023359,1210124,1,2690945,0,0,0,0,0,1,0,0,0,1403468196,0,0,"{'message': 'ε=ε=(ノ≧∇≦)ノ 有宇宙夫夫好棒，(°∀°)ﾉ请继续触哭我吧。。【舔】', 'plat': 0, 'device': ''}",,0,False,1210124
247713036,1210136,1,13499259,0,0,0,0,0,3,0,0,0,1493541338,0,0,"{'message': '听不懂= =', 'plat': 0, 'device': ''}",,0,False,1210136
35466856,1210136,1,2227709,0,0,0,0,0,2,0,0,0,1437353534,0,0,"{'message': '为何找不到前十话。。。', 'plat': 0, 'device': ''}",,0,False,1210136
14919673,1210136,1,373719,0,0,0,0,0,1,0,0,0,1403116595,0,0,"{'message': '感谢搬运~终于有人搬了 这个也挺有意思的 和洲崎西一起听更有意思了（虽然听不太懂）', 'plat': 0, 'device': ''}",,0,False,1210136
187288216,1210134,1,2136306,0,0,0,0,0,2,6,0,4,1484731359,0,0,"{'message': '这是哪期smapxsmap啊？？', 'plat': 0, 'device': ''}",,0,False,1210134
14920999,1210134,1,1352450,0,0,0,2,2,1,0,0,0,1403138065,0,0,"{'message': '卧槽，阿婆主收档好快！！！！！！！！！=口=我只看到这期全集的sma，没看到ES。。。。。。', 'plat': 0, 'device': ''}",,0,False,1210134
286393700,1210135,1,4301680,0,0,0,0,0,9,0,0,0,1497633690,0,0,"{'message': '为什么zero这么多的投稿没人看', 'plat': 0, 'device': ''}",,0,False,1210135
14937517,1210135,1,2183736,0,0,0,0,0,8,0,0,0,1403186156,0,0,"{'message': '热阉了(´・ω・｀)', 'plat': 0, 'device': ''}",,0,False,1210135
14932734,1210135,1,40823,0,0,0,1,1,7,0,0,0,1403175746,0,0,"{'message': '(〜￣△￣)〜', 'plat': 0, 'device': ''}",,0,False,1210135
95747417,1210131,1,23920258,0,0,0,0,0,4,0,0,0,1460899577,15,0,"{'message': '我函数和少时有毒????????????????????', 'plat': 0, 'device': ''}",,0,False,1210131
98444873,1210131,1,18015628,0,0,0,0,0,5,0,0,0,1462070519,9,0,"{'message': '求最后那个SM大出动的视频出处＼(☆o☆)／', 'plat': 0, 'device': ''}",,0,False,1210131
24050473,1210131,1,5958250,0,0,0,0,0,3,0,0,0,1422016662,6,0,"{'message': 'SHINee23333', 'plat': 0, 'device': ''}",,0,False,1210131
33171420,1210151,1,10023903,0,0,0,0,0,2,0,0,0,1434789958,1,0,"{'message': '如果能在QQ音乐上播放就好惹(´･_･`)。。*************** 喜欢！！(°∀°)ﾉ', 'plat': 0, 'device': ''}",,0,False,1210151
1134734882,1210151,1,2770606,0,0,0,2,2,3,0,0,0,1539880382,0,0,"{'message': '初二时的循环(〜￣△￣)〜怀念下', 'plat': 0, 'device': ''}",,0,False,1210151
17101531,1210151,1,2770606,0,0,0,1,1,1,0,0,0,1407788701,0,0,"{'message': '真的很不错！不过话说这个是系列嘛？', 'plat': 0, 'device': ''}",,0,False,1210151
1075001475,1210154,1,190913630,0,0,0,0,0,4,0,0,0,1537188783,1,0,"{'message': '尧大', 'plat': 0, 'device': ''}",,0,False,1210154
362989446,1210154,1,8160137,0,0,0,0,0,3,0,0,0,1501857644,1,0,"{'message': '好看的', 'plat': 0, 'device': ''}",,0,False,1210154
294918505,1210154,1,11116620,0,0,0,0,0,2,0,0,0,1498408661,0,0,"{'message': '表白大大..！！！师尊美哭我！', 'plat': 0, 'device': ''}",,0,False,1210154
27631608,1210162,1,6709452,0,0,0,0,-2,2,0,0,0,1427055968,1,0,"{'message': '一到叛教神曲就没人了吗？忽然感觉其实叛教曲还挺带感。教练，我也想学吉他(つД`)ノ', 'plat': 0, 'device': ''}",,0,False,1210162
2551828007,1210162,1,1682388,0,0,0,0,0,4,0,0,0,1584594543,0,0,"{'message': '为TC打call[热词系列_爱了爱了]', 'plat': 0, 'device': ''}",,0,False,1210162
78181884,1210162,1,7682539,0,0,0,0,0,3,0,0,0,1453453696,0,0,"{'message': '又是一把汤姆安德森，日本人真好有钱', 'plat': 0, 'device': ''}",,0,False,1210162
582344466,1210160,1,101330964,0,0,0,0,0,3,0,0,0,1515841529,2,0,"{'message': '第三，再次召唤up', 'plat': 0, 'device': ''}",,0,False,1210160
835896024,1210160,1,96252390,0,0,0,0,0,4,0,0,0,1528889103,1,0,"{'message': '第四，试图召唤up', 'plat': 0, 'device': ''}",,0,False,1210160
