related_video,aid
676539732,1210005
40639338,1210005
210078511,1210005
33096946,1210005
37412247,1210005
1190697,1210005
461280494,1210005
243504064,1210005
252537201,1210005
926465440,1210005
500524332,1210005
505943894,1210005
626757714,1210005
80773730,1210005
41312554,1210005
4896267,1210005
242560342,1210005
470022503,1210005
254499276,1210005
79049814,1210005
3719924,1210005
4329329,1210005
81048048,1210005
842486170,1210005
7142072,1210005
768717115,1210005
933117005,1210005
1228050,1210005
10775755,1210005
926326464,1210005
28021260,1210005
970612395,1210005
68435971,1210005
1193873,1210005
54172065,1210005
74754513,1210005
629901709,1210005
5419783,1210005
59920894,1210005
63376469,1210005
711962830,1210006
340595167,1210006
851649352,1210006
943793617,1210006
809933206,1210006
427969383,1210006
302441899,1210006
818184944,1210006
202448115,1210006
7591872,1210006
328927505,1210006
60322347,1210006
474634,1210006
930709704,1210006
68525617,1210006
414229827,1210006
389975173,1210006
91634074,1210006
720274660,1210006
20169793,1210006
16917392,1210006
48142919,1210006
60309257,1210006
24396572,1210006
21967621,1210006
19894252,1210006
4900237,1210006
37041576,1210006
545659448,1210006
258867758,1210006
11952328,1210006
305013308,1210006
370473142,1210006
386535504,1210006
775074899,1210006
8386322,1210006
21342528,1210006
327598263,1210006
3858541,1210006
24655116,1210006
1115537,1210018
714760894,1210018
1228382,1210018
49629745,1210018
12018594,1210018
76947167,1210018
15817474,1210018
93710142,1210018
420182293,1210018
413867564,1210018
157114,1210018
18804708,1210018
185511,1210018
5673492,1210018
24369787,1210018
330856,1210018
388079,1210018
18923676,1210018
52463219,1210018
631856441,1210018
14581072,1210018
208562247,1210018
216206043,1210012
1301110,1210012
1253774,1210012
1199094,1210012
926579652,1210012
81502918,1210012
1183457,1210012
60056501,1210012
632251245,1210012
84589845,1210012
56834068,1210012
1192513,1210012
630662669,1210012
61005316,1210012
498403654,1210012
342762728,1210012
15814307,1210012
722629395,1210012
1217775,1210012
1188669,1210012
386705552,1210012
1213249,1210012
1186269,1210012
973370092,1210012
30808641,1210012
510824751,1210012
6699067,1210012
1173488,1210012
378992726,1210012
60567576,1210012
625876683,1210012
542833668,1210012
48588835,1210012
1179434,1210012
1200844,1210012
1178486,1210012
41511525,1210012
1185502,1210012
1209603,1210012
884714387,1210012
1210187,1210017
1210191,1210017
1210193,1210017
1626193,1210017
1210204,1210017
1236906,1210017
1260485,1210017
1210189,1210017
1270549,1210017
1687948,1210017
2524173,1210017
305267699,1210017
219543204,1210017
520294355,1210017
390206309,1210017
1210199,1210017
474443691,1210017
1680904,1210017
682406842,1210017
390221383,1210017
347496424,1210017
389585278,1210017
561894892,1210017
520448492,1210017
690380040,1210017
774913188,1210017
562015013,1210017
817215625,1210017
902943325,1210017
347089444,1210017
432540421,1210017
732251272,1210017
520434696,1210017
902546938,1210017
944613027,1210017
390381581,1210017
390480059,1210017
390331701,1210017
262586966,1210017
389959795,1210017
926614482,1210016
22905,1210016
27068882,1210016
16599266,1210016
801731334,1210016
69474829,1210016
540052038,1210016
45530459,1210016
888554886,1210016
457094888,1210016
4715742,1210016
928093325,1210016
95587505,1210016
504971626,1210016
795221672,1210016
584717846,1210016
43790964,1210016
852985725,1210016
714484087,1210016
14760632,1210016
28422164,1210016
540453,1210016
87403748,1210016
55465483,1210016
60743042,1210016
500202981,1210016
799544701,1210016
754859632,1210016
841621235,1210016
63172036,1210016
72001504,1210016
48360693,1210016
796972564,1210016
16906817,1210016
64373,1210016
205596121,1210016
19742953,1210016
47092183,1210016
75450359,1210016
30689103,1210016
3944301,1210013
1169992,1210013
943756603,1210013
1952221,1210013
255703431,1210013
247950227,1210013
1178270,1210013
92871671,1210013
30453277,1210013
46320644,1210013
1230022,1210013
716502504,1210013
54524690,1210013
1330285,1210013
1422358,1210013
498152559,1210013
1227298,1210013
964514,1210013
5040286,1210013
7206484,1210013
96497382,1210013
1237162,1210013
18743756,1210013
30301034,1210013
30912517,1210013
1189612,1210013
67619126,1210013
1199272,1210013
91362029,1210013
91850686,1210013
945777,1210013
859244,1210013
2639345,1210013
42492673,1210013
17799883,1210013
930984,1210013
26310974,1210013
7090085,1210013
927054007,1210013
21233459,1210013
799969,1210026
2359398,1210026
1067306,1210026
1210030,1210026
836916,1210026
1066454,1210026
10395959,1210026
1096012,1210026
38367094,1210026
64891263,1210026
16830580,1210026
30330874,1210026
44377363,1210026
2368315,1210026
242790424,1210026
54603936,1210026
30081093,1210026
44627766,1210026
845012685,1210026
64564119,1210026
41130455,1210026
65320456,1210026
546776993,1210026
2366024,1210026
52317292,1210026
63889998,1210026
64238243,1210026
1377016,1210026
29651624,1210026
23171404,1210026
888743960,1210026
39954253,1210026
46733480,1210026
247175276,1210026
52204068,1210026
41623691,1210026
51930551,1210026
13492420,1210026
63211360,1210026
3514890,1210026
220312904,1210023
348072618,1210023
220359595,1210023
605002114,1210023
16274,1210023
945264249,1210023
640222,1210023
860092668,1210023
552951,1210023
517866214,1210023
520072285,1210023
988344428,1210023
432490328,1210023
433349630,1210023
733244467,1210023
988256072,1210023
432745625,1210023
220848700,1210023
988499010,1210023
605781665,1210023
520125152,1210023
817460438,1210023
987781946,1210023
944856609,1210023
605887675,1210023
860995753,1210023
818074323,1210023
860055765,1210023
988166815,1210023
775963883,1210023
690581509,1210023
945935007,1210023
774691167,1210023
475308746,1210023
563420625,1210023
263378273,1210023
390141670,1210023
562378257,1210023
25087703,1210023
775793765,1210023
1176192,1210037
1178139,1210037
304539625,1210037
1181538,1210037
210769979,1210031
26265360,1210031
209818074,1210031
755463,1210031
22797252,1210031
53027368,1210031
10535433,1210031
850053786,1210031
556143528,1210031
13553512,1210031
724508537,1210031
286181338,1210031
849928857,1210031
813608293,1210031
254121852,1210031
246140942,1210031
813450592,1210031
809547438,1210031
95674628,1210031
937047069,1210031
896685114,1210031
852383849,1210031
641135992,1210031
595787552,1210031
22780764,1210031
987592586,1210031
968217843,1210031
285802866,1210031
381271848,1210031
14888960,1210031
647291051,1210031
22795441,1210031
605305108,1210031
1105261,1210031
298985550,1210031
73954250,1210031
760173727,1210031
456420381,1210031
212114482,1210031
890763136,1210031
902771172,1210030
648011362,1210030
690117099,1210030
1210678,1210030
604810356,1210030
987289663,1210030
563237587,1210030
732893618,1210030
305545983,1210030
1212580,1210030
1210026,1210030
987907159,1210030
988133552,1210030
220403605,1210030
433136390,1210030
