View_pages_cid,View_pages_page,View_pages_from,View_pages_part,View_pages_duration,View_pages_vid,View_pages_weblink,View_pages_dimension_width,View_pages_dimension_height,View_pages_dimension_rotate,aid
1808652,1,vupload,,84,,,640,360,0,1210005
1808653,1,vupload,,26,,,640,360,0,1210006
1808666,1,vupload,,472,,,576,432,0,1210018
1808659,1,vupload,,170,,,640,360,0,1210012
1808665,1,vupload,,0,,,672,378,0,1210017
1808664,1,vupload,,351,,,640,360,0,1210016
1808661,1,vupload,,225,,,540,360,0,1210013
1808680,1,vupload,,0,,,672,378,0,1210026
1809099,1,vupload,,188,,,640,360,0,1210023
1808690,1,vupload,,2332,,,640,360,0,1210037
1808683,1,vupload,,522,,,640,360,0,1210031
1807556,1,vupload,,2627,,,640,360,0,1210030
1808685,1,vupload,,277,,,640,360,0,1210032
1808687,1,vupload,,545,,,640,360,0,1210035
1808700,1,vupload,,56,,,640,360,0,1210043
1808692,1,vupload,,277,,,480,270,0,1210040
1808699,1,vupload,,380,,,640,360,0,1210042
1808712,1,vupload,,278,,,450,360,0,1210051
1808735,1,vupload,,347,,,640,360,0,1210066
1808732,1,vupload,,2106,,,636,360,0,1210064
1808748,1,vupload,,3754,,,672,378,0,1210073
1808753,1,vupload,GBL教阿拉德分部,113,,,640,360,0,1210074
1808754,2,vupload,GBL教研究所,168,,,640,360,0,1210074
1808755,3,vupload,GBL教孵化场,153,,,640,360,0,1210074
1808810,1,vupload,,47,,,640,360,0,1210078
1808309,1,vupload,直传,721,,,640,360,0,1210076
1809154,1,vupload,,752,,,640,360,0,1210081
1808813,1,vupload,,32,,,640,360,0,1210084
1808816,1,vupload,,32,,,640,360,0,1210087
1809155,1,vupload,,727,,,640,360,0,1210096
1808820,1,vupload,,237,,,640,360,0,1210090
1821441,1,vupload,,340,,,540,360,0,1210095
1808139,1,vupload,A,248,,,320,218,0,1210100
1808140,2,vupload,B,263,,,320,240,0,1210100
1808141,3,vupload,C,302,,,320,240,0,1210100
1808142,4,vupload,D,368,,,320,240,0,1210100
1808143,5,vupload,E,256,,,320,240,0,1210100
1808144,6,vupload,F,307,,,320,240,0,1210100
1808145,7,vupload,G,934,,,320,240,0,1210100
1808843,1,vupload,,220,,,540,360,0,1210104
1808856,1,vupload,,283,,,480,360,0,1210116
1805534,1,vupload,腾讯,90,,,480,360,0,1210121
1808918,2,vupload,直传,89,,,640,360,0,1210121
1808874,1,vupload,,85,,,512,288,0,1210128
1808873,1,vupload,,971,,,480,360,0,1210127
1808864,1,vupload,,423,,,480,360,0,1210124
4929246,1,vupload,,1740,,,364,360,0,1210136
1808890,1,vupload,,274,,,540,360,0,1210134
1808892,1,vupload,,249,,,640,360,0,1210135
1808886,1,vupload,,211,,,640,360,0,1210131
1808907,1,vupload,,1666,,,576,432,0,1210148
1808911,1,vupload,,182,,,1280,720,0,1210151
1877575,1,vupload,,40,,,640,360,0,1210154
1808924,1,vupload,,205,,,640,360,0,1210162
1808922,1,vupload,,699,,,576,360,0,1210160
1808936,1,vupload,,72,,,480,360,0,1210171
1808946,1,vupload,,3759,,,672,380,0,1210175
1808945,1,vupload,,312,,,640,360,0,1210174
1808952,1,vupload,P0,328,,,640,360,0,1210180
1809029,2,vupload,优酷版,328,,,640,360,0,1210180
1808980,1,vupload,,1580,,,672,378,0,1210188
1808978,1,vupload,,757,,,640,360,0,1210187
1808969,1,vupload,,112,,,480,360,0,1210181
1808973,1,vupload,,93,,,640,360,0,1210183
1808736,1,vupload,,351,,,640,480,0,1210184
1808982,1,vupload,,2036,,,624,390,0,1210190
1808985,1,vupload,,554,,,672,378,0,1210193
1808990,1,vupload,,1246,,,672,378,0,1210197
1808993,1,vupload,,1088,,,672,378,0,1210198
1808989,1,vupload,,973,,,672,378,0,1210195
1808998,1,vupload,,404,,,640,360,0,1210202
1809001,1,vupload,,873,,,672,378,0,1210204
1809000,1,vupload,,1224,,,1280,720,0,1210203
1808996,1,vupload,,168,,,640,360,0,1210200
1808997,1,vupload,,1340,,,576,432,0,1210201
1809015,1,vupload,PART 1,378,,,640,360,0,1210212
1809686,2,vupload,PART 2,1304,,,640,360,0,1210212
1810029,3,vupload,PART 3,1788,,,640,360,0,1210212
1809016,1,vupload,,130,,,640,360,0,1210213
1809025,1,vupload,,53,,,640,360,0,1210218
1809012,1,vupload,,214,,,640,360,0,1210210
1809038,1,vupload,,2242,,,640,360,0,1210224
1809032,1,vupload,,284,,,640,360,0,1210221
1809051,1,vupload,,1330,,,576,432,0,1210233
1809050,1,vupload,,767,,,576,432,0,1210232
1809047,1,vupload,,1521,,,576,432,0,1210230
1809052,1,vupload,,1684,,,576,432,0,1210234
1809055,1,vupload,,140,,,640,360,0,1210236
1809081,1,vupload,,1137,,,640,360,0,1210243
1810150,1,vupload,3D.PV,281,,,540,360,0,1210244
1809076,1,vupload,,60,,,640,360,0,1210240
1809092,1,vupload,,283,,,640,360,0,1210248
1811697,1,vupload,网舞1,5730,,,640,480,0,1210255
1813893,2,vupload,花絮,939,,,480,360,0,1210255
1809105,1,vupload,,270,,,640,360,0,1210252
1809112,1,vupload,,39,,,640,360,0,1210256
1809102,1,vupload,镜音リン·レン,244,,,640,360,0,1210251
1809103,2,vupload,初音ミク,246,,,640,360,0,1210251
1803521,1,vupload,EP01 - 20140420,1259,,,560,360,0,1210260
1803538,2,vupload,EP02 - 20140427,1259,,,640,360,0,1210260
1805965,3,vupload,EP03 - 20140504,1260,,,640,360,0,1210260
1808718,4,vupload,EP04 - 20140511,1260,,,640,360,0,1210260
1808725,5,vupload,EP05 - 20140518,1260,,,640,360,0,1210260
1808730,6,vupload,EP06 - 20140525,1259,,,640,360,0,1210260
1775654,7,vupload,EP07 - 20140601,1260,,,640,360,0,1210260
1809539,8,vupload,EP08 - 20140608,1259,,,640,360,0,1210260
1885357,9,vupload,EP09 - 20140615,1259,,,640,360,0,1210260
2398419,10,vupload,EP10 - 20140622,1259,,,640,368,0,1210260
1809128,1,vupload,,413,,,640,360,0,1210268
1809121,1,vupload,,91,,,640,360,0,1210263
1809119,1,vupload,,1727,,,480,300,0,1210262
1809131,1,vupload,,217,,,640,360,0,1210271
1809145,1,vupload,,99,,,640,360,0,1210275
1809130,1,vupload,,140,,,640,360,0,1210270
1809152,1,vupload,,60,,,640,360,0,1210278
1809181,1,vupload,,187,,,640,360,0,1210292
1809134,1,vupload,,131,,,640,360,0,1210300
1809218,1,vupload,,310,,,480,270,0,1210317
1809228,1,vupload,,34,,,320,240,0,1210323
1809236,1,vupload,,90,,,480,360,0,1210328
2595398,1,vupload,,443,,,640,360,0,1210322
1809248,1,vupload,,140,,,640,360,0,1210334
1809255,1,vupload,,2976,,,640,480,0,1210337
1809257,1,vupload,,259,,,640,360,0,1210338
1809263,1,vupload,,667,,,640,358,0,1210341
1809272,1,vupload,,325,,,640,360,0,1210348
1809732,1,vupload,,1829,,,320,240,0,1210343
1809259,1,vupload,,276,,,640,360,0,1210340
1809271,1,vupload,,251,,,640,352,0,1210347
1809275,1,vupload,,1707,,,640,360,0,1210352
1809288,1,vupload,,285,,,384,288,0,1210357
1809279,1,vupload,,232,,,640,360,0,1210353
1809306,1,vupload,,226,,,476,360,0,1210350
1809299,1,vupload,,2376,,,672,378,0,1210367
1775331,1,vupload,,1858,,,1280,720,0,1210362
1805846,1,vupload,,251,,,480,360,0,1210377
1809321,1,vupload,,432,,,640,360,0,1210378
1809328,1,vupload,,625,,,480,300,0,1210381
1809333,1,vupload,,167,,,480,360,0,1210385
1809332,1,vupload,,280,,,640,360,0,1210384
1809335,1,vupload,,649,,,672,378,0,1210387
1809343,1,vupload,,36,,,640,360,0,1210395
1809337,1,vupload,,262,,,480,300,0,1210390
1809251,1,vupload,,189,,,640,360,0,1210397
1809339,1,vupload,,237,,,640,324,0,1210392
1809345,1,vupload,,3172,,,512,288,0,1210396
1809352,1,vupload,,152,,,640,360,0,1210402
1809361,1,vupload,,328,,,480,360,0,1210406
1808658,1,vupload,,5530,,,480,360,0,1210401
1809373,1,vupload,,1169,,,640,360,0,1210410
1809385,1,vupload,,1423,,,672,378,0,1210418
1809383,1,vupload,,542,,,640,360,0,1210416
1809374,1,vupload,,81,,,640,360,0,1210411
1809381,1,vupload,,145,,,400,300,0,1210415
1809395,1,vupload,,2143,,,0,0,0,1210423
1809412,1,vupload,1,683,,,672,378,0,1210434
1812471,2,vupload,2,652,,,640,360,0,1210434
1809502,1,vupload,,216,,,640,360,0,1210436
1809421,1,vupload,,1726,,,576,432,0,1210437
1809411,1,vupload,,158,,,640,360,0,1210433
1809482,1,vupload,,1425,,,672,378,0,1210446
1809474,1,vupload,,1590,,,480,360,0,1210442
1809427,1,vupload,,236,,,640,360,0,1210440
1809481,1,vupload,,752,,,640,360,0,1210450
1809511,1,vupload,NIP 2013年DH瓦伦西亚站集锦,211,,,640,360,0,1210457
1809512,2,vupload,Incorporated(误？),299,,,640,360,0,1210457
1809513,3,vupload,前段时间的慈善比赛集锦,386,,,640,360,0,1210457
1809514,4,vupload,Scream集锦,588,,,640,360,0,1210457
1809515,5,vupload,EMS ONE十万美金赛事集锦,739,,,640,360,0,1210457
1809516,6,vupload,KennyS 的职业表演,141,,,640,360,0,1210457
1809517,7,vupload,CSGO第一个10W美金的赛事，超长视频,2640,,,640,360,0,1210457
1809510,8,vupload,职业精彩集锦,165,,,640,360,0,1210457
1809500,1,vupload,,72,,,640,360,0,1210455
1809532,1,vupload,,2726,,,640,360,0,1210464
1809535,1,vupload,,753,,,576,360,0,1210467
1809568,1,vupload,,1910,,,640,240,0,1210478
1809554,1,vupload,,2179,,,576,432,0,1210475
1809580,1,vupload,,34,,,320,240,0,1210487
