account,count,num,size,aid
1,1,1,3,1200007
4,4,1,3,1200002
112,85,1,3,1200000
17,14,1,3,1200001
8,5,1,3,1200008
188,123,1,3,1200017
2,2,1,3,1200016
1,1,1,3,1200023
3,3,1,3,1200032
0,0,1,3,1200034
8,5,1,3,1200030
18,14,1,3,1200044
5,5,1,3,1200048
2,2,1,3,1200053
1,1,1,3,1200058
66,65,1,3,1200057
39,32,1,3,1200056
0,0,1,3,1200060
0,0,1,3,1200066
21,17,1,3,1200068
1,1,1,3,1200075
1,1,1,3,1200072
23,13,1,3,1200077
3,3,1,3,1200085
11,8,1,3,1200087
1,1,1,3,1200094
11,8,1,3,1200096
41,38,1,3,1200097
7,6,1,3,1200090
5,2,1,3,1200093
2,2,1,3,1200100
1,2,1,3,1200123
2,2,1,3,1200138
83,57,1,3,1200133
1,1,1,3,1200131
9,7,1,3,1200130
23,15,1,3,1200134
25,23,1,3,1200148
54,39,1,3,1200144
3,3,1,3,1200142
2,2,1,3,1200154
9,9,1,3,1200152
3,3,1,3,1200151
744,477,1,3,1200150
4,4,1,3,1200160
124,119,1,3,1200167
2,2,1,3,1200166
0,0,1,3,1200173
1,1,1,3,1200171
0,0,1,3,1200186
8,8,1,3,1200183
1,1,1,3,1200194
4,4,1,3,1200190
0,0,1,3,1200206
54,35,1,3,1200203
6,6,1,3,1200204
9,8,1,3,1200211
1,1,1,3,1200210
4,2,1,3,1200216
74,63,1,3,1200212
4,4,1,3,1200223
2,2,1,3,1200226
2,2,1,3,1200221
81,59,1,3,1200227
0,0,1,3,1200234
6,2,1,3,1200237
0,0,1,3,1200247
3,2,1,3,1200246
10,11,1,3,1200245
0,0,1,3,1200255
0,0,1,3,1200254
9,5,1,3,1200252
8,4,1,3,1200256
5,3,1,3,1200258
7,7,1,3,1200251
8,7,1,3,1200262
8,7,1,3,1200264
0,0,1,3,1200266
1,1,1,3,1200267
1,1,1,3,1200260
3,3,1,3,1200272
1,1,1,3,1200273
1,1,1,3,1200270
2,2,1,3,1200278
28,26,1,3,1200284
2,2,1,3,1200288
10,8,1,3,1200286
11,9,1,3,1200287
0,0,1,3,1200293
41,39,1,3,1200304
3,3,1,3,1200302
10,8,1,3,1200303
23,15,1,3,1200314
0,0,1,3,1200317
1,1,1,3,1200311
13,12,1,3,1200323
24,24,1,3,1200328
5,5,1,3,1200324
7,5,1,3,1200320
7,5,1,3,1200332
101,53,1,3,1200337
7,6,1,3,1200345
17,5,1,3,1200340
211,208,1,3,1200344
4,4,1,3,1200342
1,1,1,3,1200347
12,9,1,3,1200356
1,1,1,3,1200351
4,4,1,3,1200353
5,4,1,3,1200360
3,1,1,3,1200377
16,12,1,3,1200371
0,0,1,3,1200383
7,7,1,3,1200380
2,1,1,3,1200382
0,0,1,3,1200385
7,3,1,3,1200387
154,96,1,3,1200396
3,3,1,3,1200390
593,564,1,3,1200395
39,36,1,3,1200403
53,50,1,3,1200404
0,0,1,3,1200405
5,6,1,3,1200406
0,0,1,3,1200416
0,0,1,3,1200411
10,9,1,3,1200410
3,3,1,3,1200420
0,0,1,3,1200424
16,8,1,3,1200425
4,2,1,3,1200423
1,1,1,3,1200434
38,8,1,3,1200436
58,39,1,3,1200446
5,4,1,3,1200443
4,4,1,3,1200448
1,1,1,3,1200450
6,6,1,3,1200455
0,0,1,3,1200456
3,2,1,3,1200454
0,0,1,3,1200461
9,10,1,3,1200466
15,15,1,3,1200468
38,36,1,3,1200462
42,28,1,3,1200465
75,63,1,3,1200475
3,3,1,3,1200477
27,18,1,3,1200476
23,17,1,3,1200484
2,2,1,3,1200480
0,0,1,3,1200495
104,54,1,3,1200494
2,2,1,3,1200496
0,0,1,3,1200501
9,4,1,3,1200500
0,0,1,3,1200502
0,1,1,3,1200512
1,1,1,3,1200516
79,78,1,3,1200511
0,0,1,3,1200514
20,20,1,3,1200517
9,7,1,3,1200525
0,0,1,3,1200521
12,10,1,3,1200524
6,6,1,3,1200537
0,0,1,3,1200535
1,1,1,3,1200534
1,1,1,3,1200538
3,3,1,3,1200541
4,4,1,3,1200544
3,4,1,3,1200553
0,0,1,3,1200552
3,2,1,3,1200550
12,8,1,3,1200556
0,0,1,3,1200558
5,5,1,3,1200554
1,1,1,3,1200555
12,13,1,3,1200557
4,4,1,3,1200565
1,2,1,3,1200568
4,4,1,3,1200561
15,14,1,3,1200570
0,0,1,3,1200571
23,12,1,3,1200584
241,209,1,3,1200587
0,0,1,3,1200594
3,2,1,3,1200590
60,50,1,3,1200595
9,7,1,3,1200608
7,4,1,3,1200604
16,7,1,3,1200605
55,50,1,3,1200611
1,1,1,3,1200613
13,13,1,3,1200614
19,17,1,3,1200616
12,7,1,3,1200622
7,7,1,3,1200628
1,1,1,3,1200627
0,0,1,3,1200625
4,2,1,3,1200621
0,0,1,3,1200638
4,4,1,3,1200637
1,1,1,3,1200633
9,9,1,3,1200632
0,0,1,3,1200648
4,4,1,3,1200646
5,3,1,3,1200642
1,1,1,3,1200657
5,5,1,3,1200654
2,2,1,3,1200655
0,0,1,3,1200656
4,1,1,3,1200652
1,1,1,3,1200651
46,46,1,3,1200663
5,3,1,3,1200668
55,41,1,3,1200666
49,17,1,3,1200672
1,1,1,3,1200687
21,20,1,3,1200685
17,15,1,3,1200681
27,27,1,3,1200684
10,10,1,3,1200683
1,1,1,3,1200682
12,11,1,3,1200686
4,4,1,3,1200692
1,1,1,3,1200694
135,62,1,3,1200701
2,2,1,3,1200705
3,3,1,3,1200700
11,6,1,3,1200704
7,3,1,3,1200702
1,1,1,3,1200708
6,6,1,3,1200707
77,53,1,3,1200716
4,4,1,3,1200758
9,6,1,3,1200764
9,5,1,3,1200772
5,5,1,3,1200775
295,236,1,3,1200776
39,29,1,3,1200828
30,20,1,3,1200832
0,0,1,3,1200836
14,9,1,3,1200847
10,9,1,3,1200845
29,25,1,3,1200844
6,6,1,3,1200854
13,6,1,3,1200851
4,4,1,3,1200853
327,280,1,3,1200856
1,1,1,3,1200855
0,0,1,3,1201057
0,0,1,3,1201065
399,376,1,3,1201091
1,1,1,3,1201102
2723,2803,1,3,1201112
3,3,1,3,1201111
20,15,1,3,1201133
5,5,1,3,1201142
0,0,1,3,1201150
8,7,1,3,1201151
8,8,1,3,1201226
2,2,1,3,1201248
10,9,1,3,1201253
2,1,1,3,1201251
2,2,1,3,1201263
5,2,1,3,1201267
1,1,1,3,1201275
60,32,1,3,1201274
11,10,1,3,1201278
3,3,1,3,1201281
6,3,1,3,1201280
3,3,1,3,1201287
13,11,1,3,1201282
2,3,1,3,1201286
2,2,1,3,1201293
1,1,1,3,1201295
54,52,1,3,1201290
13,4,1,3,1201297
11,11,1,3,1201296
3,3,1,3,1201292
8,7,1,3,1201291
103,65,1,3,1201301
63,20,1,3,1201308
