rpid,oid,type,mid,root,parent,dialog,count,rcount,floor,state,fansgrade,attr,ctime,like,action,content,replies,assist,show_follow,aid
12348771,1020003,1,138280,0,0,0,0,0,2,0,0,0,1395548950,0,0,"{'message': '视频挂了？', 'plat': 0, 'device': ''}",,0,False,1020003
12307581,1020003,1,4857,0,0,0,0,0,1,0,0,0,1395415425,0,0,"{'message': '***是我的~荔枝菊苣加油（MAIMAI加油', 'plat': 0, 'device': ''}",,0,False,1020003
12297835,1020004,1,1504696,0,0,0,0,0,1,0,0,0,1395398005,0,0,"{'message': '每日五更么这是。。。你这是想让我变成穷光蛋么(╯‵□′)╯︵┻━┻！！\n钢镚给你了QWQ', 'plat': 0, 'device': ''}",,0,False,1020004
12297913,1020017,1,3292979,0,0,0,0,0,6,0,0,0,1395398185,1,0,"{'message': '_(:3」∠)_ mp3这边 http://pan.baidu.com/s/1ntrzARJ', 'plat': 0, 'device': ''}",,0,False,1020017
167970571,1020017,1,4993500,0,0,0,0,0,10,2,0,0,1480497954,0,0,"{'message': '***xx', 'plat': 0, 'device': ''}",,0,False,1020017
44646735,1020017,1,10553182,0,0,0,0,0,9,0,0,0,1445065152,0,0,"{'message': '~~~~(&gt;_&lt;)~~~~挖坟啦', 'plat': 0, 'device': ''}",,0,False,1020017
138686058,1020020,1,13099811,0,0,0,0,0,10,0,0,0,1472625512,2,0,"{'message': '幼女吧！这一定是幼女吧！！！啊啊啊原地起飞不解释！！！', 'plat': 0, 'device': ''}",,0,False,1020020
124273079,1020020,1,2001629,0,0,0,0,0,9,0,0,0,1469989039,2,0,"{'message': '我的天...我是谁我在哪儿？？？？？', 'plat': 0, 'device': ''}",,0,False,1020020
120227785,1020020,1,673126,0,0,0,0,0,8,0,0,0,1469155020,1,0,"{'message': '我要犯罪了(´；ω；`)我辜负了国家对我的栽培，我已经把自己献给了真琴', 'plat': 0, 'device': ''}",,0,False,1020020
12388593,1020024,1,50764,0,0,0,0,0,2,0,0,0,1395675814,0,0,"{'message': '这玩意确定是英国的？', 'plat': 0, 'device': ''}",,0,False,1020024
12351983,1020024,1,195319,0,0,0,0,0,1,0,0,0,1395555172,0,0,"{'message': '达索什么时候变成英国的了……', 'plat': 0, 'device': ''}",,0,False,1020024
19743022,1020021,1,4719060,0,0,0,0,0,1,0,0,0,1412661599,1,0,"{'message': '封面不gan忍jin直tian视tian', 'plat': 0, 'device': ''}",,0,False,1020021
12306151,1020032,1,538642,0,0,0,0,0,6,0,0,0,1395412923,2,0,"{'message': '(╯°口°)╯(┴—┴全避的触手，吃我大膝盖', 'plat': 0, 'device': ''}",,0,False,1020032
12305723,1020032,1,506903,0,0,0,4,4,5,0,0,0,1395412288,2,0,"{'message': '红魔E至今没通的渣渣路过，这作的弹幕和BGM都挺不错呢，尤其是中国那面，不过pad居然是小恶魔的道中？这不科学！话说一面boss和二面道中又是谁？嘛、、、、', 'plat': 0, 'device': ''}",,0,False,1020032
12302285,1020032,1,131036,0,0,0,0,0,3,0,0,0,1395407118,1,0,"{'message': '我等渣渣还是只能通永夜抄L和其他作H...这个不仅初见杀太多、弹幕遮挡和无缝也很多，经常死得很冤屈', 'plat': 0, 'device': ''}",,0,False,1020032
12298486,1020037,1,582538,0,0,0,1,1,7,0,0,0,1395399503,3,0,"{'message': '少年声音简直太美了啊~~~~超适合暖男的！！！！！！！！！！！！', 'plat': 0, 'device': ''}",,0,False,1020037
15186055,1020037,1,1663955,0,0,0,0,0,13,0,0,0,1404026095,2,0,"{'message': '虽然不是太懂这个，但是还是想说说意见……前几句尾音拖太长了。歌曲中间几个词“一人”“悲伤”有点生硬。我觉得“一人”不必发音的那么清晰，像是一笔带过那种就好了【词穷\n总之还是很棒！', 'plat': 0, 'device': ''}",,0,False,1020037
95690390880,1020037,1,404713510,0,0,0,0,0,16,0,0,0,1639887698,1,0,"{'message': '双厨狂喜！', 'plat': 0, 'device': ''}",,0,False,1020037
12304605,1020046,1,1791566,0,0,0,0,0,1,0,0,0,1395410546,1,0,"{'message': '(;¬_¬)', 'plat': 0, 'device': ''}",,0,False,1020046
94756816192,1020046,1,13254124,0,0,0,0,0,2,0,0,0,1639127180,0,0,"{'message': '哈哈哈，能发视频估计赢了[微笑]', 'plat': 0, 'device': ''}",,0,False,1020046
2998640258,1020045,1,484917142,0,0,0,0,0,4,0,0,0,1591371253,0,0,"{'message': '冲冲冲', 'plat': 0, 'device': ''}",,0,False,1020045
2961148966,1020045,1,172106431,0,0,0,0,0,3,0,0,0,1590677793,0,0,"{'message': '远古第三', 'plat': 0, 'device': ''}",,0,False,1020045
2804677081,1020045,1,4060214,0,0,0,0,0,2,0,0,0,1588122229,0,0,"{'message': '远古第二', 'plat': 0, 'device': ''}",,0,False,1020045
12295482,1020047,1,1814045,0,0,0,0,0,1,0,0,0,1395391863,0,0,"{'message': '这是谁在上传', 'plat': 0, 'device': ''}",,0,False,1020047
12302013,1020048,1,344417,0,0,0,0,0,1,0,0,0,1395406653,0,0,"{'message': 'UP主我要爱上你了。~=-=', 'plat': 0, 'device': ''}",,0,False,1020048
1184235955,1020057,1,25803992,0,0,0,1,1,11,0,0,0,1542205468,11,0,"{'message': '现在有人在看？好有缘啊', 'plat': 0, 'device': ''}",,0,False,1020057
128694697,1020057,1,9942914,0,0,0,5,4,6,0,0,0,1470819333,5,0,"{'message': '最爱主播情书', 'plat': 0, 'device': ''}",,0,False,1020057
12300636,1020057,1,325383,0,0,0,0,0,2,0,0,0,1395404124,5,0,"{'message': '一开始足控九就被黑', 'plat': 0, 'device': ''}",,0,False,1020057
149136239,1020056,1,58326,0,0,0,18,14,93,6,0,0,1475485838,444,0,"{'message': '苏联能把中亚变成现代人，宗教能让他们回到上上世纪', 'plat': 0, 'device': ''}",,0,False,1020056
72393753,1020056,1,14076034,0,0,0,33,23,44,0,0,0,1450177658,400,0,"{'message': '苏联的覆灭是由于后期的体制僵化，不思改革，变成了帝国主义，再加上美国星球计划的怂恿作用等，那些无脑骂苏联的也要分分时期！若不是当年苏联的出现，***的上台，现在世界底层人民还在受资本家的无限剥削，这是有史可查的！当然对于普通人来说，别人的功绩往往无人记得，别人的恶行则世界闻之，美国在当年只是号称自由世界，谁谈民主是要被资本家打入大牢的！现在也不过是披个民主的外衣而已！', 'plat': 0, 'device': ''}",,0,False,1020056
42886378,1020056,1,5205256,0,0,0,53,37,38,0,0,0,1443706155,283,0,"{'message': ' ***的最终目的，无外乎让人民能够更好的劳动，能让人民更好的生活。这是一切真正***的归结点，也是一切***的目的。而共产主义的最初目的也是如此，所以真正的共产主义永远不会死亡，只会暂时性消亡。', 'plat': 0, 'device': ''}",,0,False,1020056
150429112,1020058,1,35050711,0,0,0,0,0,2,0,0,0,1475728730,0,0,"{'message': '挖坟。。。', 'plat': 0, 'device': ''}",,0,False,1020058
12313083,1020058,1,395351,0,0,0,0,0,1,0,0,0,1395454547,0,0,"{'message': '火钳刘明', 'plat': 0, 'device': ''}",,0,False,1020058
876263196,1020054,1,12072285,0,0,0,1,1,10,0,0,0,1530601655,0,0,"{'message': '是up猪亲自唱的吗?怎么这么厉害的吗！！！', 'plat': 0, 'device': ''}",,0,False,1020054
672536323,1020054,1,11986296,0,0,0,1,1,9,0,0,0,1520339129,0,0,"{'message': '好听！！', 'plat': 0, 'device': ''}",,0,False,1020054
