BV1Xx411K7CA,1100008,1,17,单机游戏,1,http://i1.hdslb.com/bfs/archive/976aa9037132207efa59e8106a2348510306427e.jpg,LOL无限火力高燃,1399081353,1497425138,"自制 转自优酷   4月份录制的素材（装逼素材）到现在才有空制作..希望能受大家喜欢吧 要做的事挺多 也就偷懒一下
说好的解说也改成剪辑了...（节操什么早就没了）",0,384,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,858358,残念Veker,http://i1.hdslb.com/bfs/face/be938f3cbd29dfde440039a8e41253c40884fe00.jpg,1100008,1364,43,2,0,0,4,0,0,0,0,,,,1589093,638,360,0,,0,False,False,False,False,False,,,1100008
BV1Xx411K7C3,1100000,1,59,演奏,1,http://i1.hdslb.com/bfs/archive/f210228287ff5c4e61314621e50060c604cdc6ac.jpg,【A君】【东方金属风】Prank Gone Wrong,1399081144,1497381790,二次创作 原曲赌上性命的恶作剧。背景id=43149440。大家好久不见www。前作：辉针城组曲av1000014 Stop The Startwatchav936071,0,208,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128738,预言者之梦,http://i2.hdslb.com/bfs/face/a021e81df7f48aa5642ef17eeba4a760dc139912.gif,1100000,17106,59,83,113,34,15,0,0,157,0,,,,1589082,640,360,0,,0,False,False,False,False,False,,,1100000
BV1Xx411K7CV,1100006,2,17,单机游戏,2,http://i0.hdslb.com/bfs/archive/cdc48731c11f8fd9af667065ed1797367552c2a2.jpg,《空中两万里》介绍视频,1399081348,1497423824,优酷 搬运,0,278,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381738,M.Scarlet,https://i0.hdslb.com/bfs/face/cc89d98e0c65c0d18a05f4d179831e5efc9e35bc.jpg,1100006,275,5,2,1,2,3,0,0,0,0,,,,1589020,638,360,0,,0,False,False,False,False,False,,,1100006
BV1Xx411K7C5,1100005,1,21,日常,2,http://i2.hdslb.com/bfs/archive/ea89020b1d429e578d8380e3ed3cbf05b1f9651f.jpg,飞机家暴花絮 中字,1399081342,1497426800,转载自A团子 我刚刚上传了一条视频： Charles Xavier and Erik Lehnsherr clash 中字 ，快来看看吧。,0,61,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2345959,爱猫的呆囧萌,https://i1.hdslb.com/bfs/face/33fa59a3eb4eda9d9fc1d9f62fee2e8e6222ef04.jpg,1100005,2983,24,0,28,1,5,0,0,1,0,,,,1589089,640,298,0,,0,False,False,False,False,False,,,1100005
BV1Xx411K7CT,1100012,1,17,单机游戏,1,http://i2.hdslb.com/bfs/archive/311ededb91814fae7caa06028150c9f1a1dc2cf9.jpg,【猫鱼手残实况】古墓丽影9 娱乐向 P14,1399081446,1497424831,"自制 妹子又被抓走啦!战斗不多就是有点小麻烦,当然,困难难度下就不是小麻烦的问题了_(:з」∠)_下期拯救妹子顺便拯救一下世界",0,2209,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,719036,猫鱼桑,https://i2.hdslb.com/bfs/face/7adcb017f14f7f91807bb95d44d17450dd32e236.jpg,1100012,167,5,4,1,1,5,0,0,1,0,,,,1589100,640,360,0,,0,False,False,False,False,False,,,1100012
BV1Xx411K7CP,1100015,1,17,单机游戏,1,http://i1.hdslb.com/bfs/archive/b662ed495a71517e2e2eeb9b8dc781149f2da343.jpg,ARC 吞食天地2 魏延 无S/L一命通关,1399081461,1497426422,自制 这个真的是好久没玩了，换了个角色重温一下~ 魏延的地面技能性能很强，很容易控制局面。而跳攻击就很弱，尽量不要用。,0,3574,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018766,GuiltyGyve,http://i0.hdslb.com/bfs/face/669f4663935c589731a210efe435226093be788c.jpg,1100015,1604,21,0,9,2,11,0,0,4,0,,,,1589103,384,200,0,,0,False,False,False,False,False,,,1100015
BV1Xx411K7CK,1100013,1,17,单机游戏,1,http://i2.hdslb.com/bfs/archive/f7fbdc865f3d66a8401adaeff9d05de031820a4e.jpg,智商硬伤 L4D2的桥不会再爱了,1399081451,1497427579,自制 优酷审核了好久，这么豆逼的东西也干放出来,0,1100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3106212,司徒风,https://i0.hdslb.com/bfs/face/80d7224eae17af89a1c90600435f38eb3b52c0b1.jpg,1100013,167,3,1,0,1,4,0,0,0,0,,,,1589101,448,336,0,,0,False,False,False,False,False,,,1100013
BV1Xx411K7k9,1100017,1,220,动物二创,2,http://i0.hdslb.com/bfs/archive/331dd35c6d22438fdad0120761965567219fc955.jpg,会说话的狗狗被主人吊胃口 好可怜,1399081474,1497425988,腾讯 真是二货主人，傻逼狗呀，好逗呀,0,64,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1651135,馒头不想被吃,http://i1.hdslb.com/bfs/face/ef3b65188f1bfebf8eba42d2b29d29e57a623972.gif,1100017,5705,21,4,23,1,19,0,0,2,0,,,,1589105,480,360,0,,0,False,False,False,False,False,,,1100017
BV1Xx411K7kd,1100023,1,17,单机游戏,1,http://i2.hdslb.com/bfs/archive/23be77196788273208571c4391577b2a3e111e55.jpg,【恐龙猎人】-非解说视频-故地重游01,1399081574,1497373933,自制 游戏：Turok（恐龙猎人）  录制设备：ShadowPlay   QQ群：112735209,0,1003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90286,殓夜,https://i1.hdslb.com/bfs/face/3e9f13af8a33a0baee1c5695e812c86b77f1beed.jpg,1100023,650,5,0,0,0,12,0,0,1,0,,,,1589112,638,360,0,,0,False,False,False,False,False,,,1100023
BV1Xx411K7kC,1100027,1,17,单机游戏,1,http://i2.hdslb.com/bfs/archive/212e4abd92fd65b746eae9e716d71326bba61fc2.jpg,【沙盒】-非解说视频-,1399081607,1497373933,自制 游戏：The Sandbox（沙盒）  录制设备：ShadowPlay   QQ群：112735209,0,1287,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90286,殓夜,https://i1.hdslb.com/bfs/face/3e9f13af8a33a0baee1c5695e812c86b77f1beed.jpg,1100027,771,10,4,4,5,3,0,0,1,0,,,,1589120,1104,622,0,,0,False,False,False,False,False,,,1100027
