related_video,aid
873169,1100008
68893167,1100008
17838412,1100008
720849,1100008
1165782,1100008
24683770,1100008
34051553,1100008
46505546,1100008
1278798,1100008
47017868,1100008
84002764,1100008
12456043,1100008
23214929,1100008
70670901,1100008
883133606,1100008
285294827,1100000
1118347,1100000
16735332,1100000
40000001,1100000
10757864,1100000
1010101,1100000
3015007,1100000
313223,1100000
1870000,1100000
558887583,1100000
1300810,1100000
2958956,1100000
1612450,1100000
3302116,1100000
95227301,1100000
1129001,1100000
19191919,1100000
8108930,1100000
1111111,1100000
1039999,1100000
1400000,1100000
1919810,1100000
8666666,1100000
1200000,1100000
457036,1100000
267289,1100000
1000010,1100000
360061,1100000
51651929,1100000
544014207,1100000
61077116,1100000
801616,1100000
1000007,1100000
2788330,1100000
833838,1100000
295879415,1100000
7654321,1100000
970000,1100000
65038533,1100000
596262986,1100000
605761288,1100006
433187782,1100006
733220735,1100006
433136813,1100006
817993546,1100006
818170921,1100006
520708503,1100006
433328514,1100006
263269448,1100006
305717096,1100006
220639623,1100006
860718524,1100006
433324585,1100006
690866920,1100006
475229293,1100006
520873123,1100006
690626747,1100006
263373252,1100006
305664494,1100006
775669736,1100006
733254874,1100006
775552078,1100006
648135197,1100006
945745168,1100006
690632805,1100006
605816489,1100006
263206771,1100006
520828206,1100006
775663954,1100006
775559272,1100006
1160721,1100005
58330983,1100005
1563129,1100005
213181,1100005
1549008,1100005
58100476,1100005
5539999,1100005
27179484,1100005
5497482,1100005
1162943,1100005
1457222,1100005
1078018,1100005
4902816,1100005
21802395,1100005
57913591,1100005
3163475,1100005
4745576,1100005
1068609,1100005
1247040,1100005
1068414,1100005
1066504,1100005
9081194,1100005
28019884,1100005
54029065,1100005
53100188,1100005
55649113,1100005
6570993,1100005
5136527,1100005
59203380,1100005
1506404,1100005
5019290,1100005
5117707,1100005
34219231,1100005
40946533,1100005
5526237,1100005
5444452,1100005
28013435,1100005
54810780,1100005
51872125,1100005
1358546,1100005
1250964,1100012
1029844,1100012
1082630,1100012
831276,1100012
1075336,1100012
1103402,1100012
1097447,1100012
1075328,1100012
774454,1100012
1085693,1100012
925863,1100012
1514911,1100012
1366137,1100012
1094909,1100012
949577,1100012
959234,1100012
590576190,1100012
833778,1100012
987320,1100012
787430,1100012
947686,1100012
911112,1100012
832768,1100012
1010352,1100012
2857014,1100012
829731,1100012
877868,1100012
1145396,1100012
1209985,1100012
915428,1100012
1154123,1100012
1001742,1100012
772424,1100012
871660,1100012
1541677,1100012
1076798,1100012
1520918,1100012
2812399,1100012
5205523,1100012
1861859,1100012
7370455,1100015
50137650,1100015
4040636,1100015
469578155,1100015
83656111,1100015
556674521,1100015
83496590,1100015
6133950,1100015
715487145,1100015
36541765,1100015
506339349,1100015
342415754,1100015
45372976,1100015
85527595,1100015
541232015,1100015
3738827,1100015
81444389,1100015
17420940,1100015
472719309,1100015
7935566,1100015
55889234,1100015
753262676,1100015
338788077,1100015
48709650,1100015
45518657,1100015
540715457,1100015
1334855,1100015
758705023,1100015
51478061,1100015
38538361,1100015
18852336,1100015
38961506,1100015
8131966,1100015
60262690,1100015
3574926,1100015
722405261,1100015
73973384,1100015
931473678,1100015
89604983,1100015
60372234,1100015
1032465,1100013
1047657,1100013
219603432,1100013
348368568,1100013
945736530,1100013
944876796,1100013
347458603,1100013
605761288,1100013
220853313,1100013
860609213,1100013
733369060,1100013
988100740,1100013
563055954,1100013
520045114,1100013
605701616,1100013
305657863,1100013
775670719,1100013
733307617,1100013
945732547,1100013
690626747,1100013
903264444,1100013
945825677,1100013
475793096,1100013
818194092,1100013
520645978,1100013
818218712,1100013
945855972,1100013
987711385,1100013
559881815,1100013
305709244,1100013
220632384,1100013
775669736,1100013
263213344,1100013
263206771,1100013
690817849,1100013
475864587,1100013
263331851,1100013
775552078,1100013
690633258,1100013
945835298,1100013
204623516,1100017
374546648,1100017
26772996,1100017
11917652,1100017
34573285,1100017
26676233,1100017
340209543,1100017
26483888,1100017
77312191,1100017
498029353,1100017
464885902,1100017
36450146,1100017
343123323,1100017
627887638,1100017
8291048,1100017
77926,1100017
461234524,1100017
31883121,1100017
244692349,1100017
81887754,1100017
83362518,1100017
687499922,1100017
31681548,1100017
26684704,1100017
69594289,1100017
895543207,1100017
5635375,1100017
25559400,1100017
9321282,1100017
844497249,1100017
669212336,1100017
8687430,1100017
31450036,1100017
513693719,1100017
415380347,1100017
585813355,1100017
301621540,1100017
6953005,1100017
84315049,1100017
31183850,1100017
1116801,1100023
1144204,1100023
27457966,1100023
31218550,1100023
499558441,1100023
26922156,1100023
26413546,1100023
35306139,1100023
626587698,1100023
252531852,1100023
1477273,1100023
30744709,1100023
87219564,1100023
18171527,1100023
12352630,1100023
6197092,1100023
20405156,1100023
61038312,1100023
1097922,1100023
20423508,1100023
60420273,1100023
498554702,1100023
60723065,1100023
592561166,1100027
808455252,1100027
90510344,1100027
26118374,1100027
381173135,1100027
21510812,1100027
27863321,1100027
588932264,1100027
331707886,1100027
69337145,1100027
42907383,1100027
289641133,1100027
592323860,1100027
508777275,1100027
32929450,1100027
257452320,1100027
799438360,1100027
46045026,1100027
973868802,1100027
97352011,1100027
583975117,1100027
259164929,1100027
96121442,1100027
885542151,1100027
724886583,1100027
47022597,1100027
797427404,1100027
883911526,1100027
77381513,1100027
802831813,1100027
19895368,1100027
627491879,1100027
516289565,1100027
756537874,1100027
583378852,1100027
668975810,1100027
588739640,1100027
204675460,1100027
19768532,1100027
417886424,1100027
1104807,1100037
1073305,1100037
1207476,1100037
1193382,1100037
1014315,1100037
1058064,1100037
1079538,1100037
1357114,1100037
1068065,1100037
1082882,1100037
1030959,1100037
1179331,1100037
1163214,1100037
1125843,1100037
1012272,1100037
1063122,1100037
