View_pages_cid,View_pages_page,View_pages_from,View_pages_part,View_pages_duration,View_pages_vid,View_pages_weblink,View_pages_dimension_width,View_pages_dimension_height,View_pages_dimension_rotate,aid
1589093,1,vupload,,384,,,638,360,0,1100008
1589082,1,vupload,,208,,,640,360,0,1100000
1589020,1,vupload, 预告,94,,,638,360,0,1100006
1589019,2,vupload,介绍,184,,,638,360,0,1100006
1589089,1,vupload,,61,,,640,298,0,1100005
1589100,1,vupload,,2209,,,640,360,0,1100012
1589103,1,vupload,,3574,,,384,200,0,1100015
1589101,1,vupload,,1100,,,448,336,0,1100013
1589105,1,vupload,,64,,,480,360,0,1100017
1589112,1,vupload,,1003,,,638,360,0,1100023
1589120,1,vupload,,1287,,,1104,622,0,1100027
1589141,1,vupload,,1305,,,0,0,0,1100037
1589125,1,vupload,,190,,,640,360,0,1100031
1589170,1,vupload,,6,,,360,360,0,1100047
1587948,1,vupload,,1326,,,640,360,0,1100068
1589230,1,vupload,,2725,,,584,360,0,1100067
1589226,1,vupload,,481,,,638,360,0,1100063
1589233,1,vupload,,226,,,640,360,0,1100071
1589248,1,vupload,,232,,,636,360,0,1100076
1589246,1,vupload,,466,,,576,360,0,1100074
1589255,1,vupload,,0,,,1104,622,0,1100083
1589253,1,vupload,,266,,,640,360,0,1100081
1589261,1,vupload,,2936,,,800,600,0,1100088
1589266,1,vupload,,128,,,640,360,0,1100092
1589273,1,vupload,,597,,,640,360,0,1100097
1589268,1,vupload,,221,,,640,360,0,1100094
1658575,1,vupload,1p中日字幕无后黑,286,,,640,360,0,1100096
1589270,2,vupload,2p无字幕有后黑表白时间,419,,,640,360,0,1100096
1589281,1,vupload,,537,,,638,360,0,1100107
1589279,1,vupload,P1 颁奖状部分,95,,,636,360,0,1100105
1589284,2,vupload,P2 媒体拍照+退场鞠躬部分,70,,,640,360,0,1100105
1589289,1,vupload,,1280,,,640,352,0,1100115
1589292,1,vupload,,179,,,640,360,0,1100118
1589285,1,vupload,P1,1979,,,1280,720,0,1100110
1589298,1,vupload,,342,,,490,360,0,1100123
1589300,1,vupload,未战渣浪,178,,,640,360,0,1100125
1614522,2,vupload,清晰,143,,,640,360,0,1100125
1589297,1,vupload,,517,,,640,360,0,1100122
1589294,1,vupload,,107,,,640,360,0,1100121
1589302,1,vupload,,800,,,638,360,0,1100127
1589309,1,vupload,,3157,,,638,360,0,1100135
1589304,1,vupload,,217,,,640,360,0,1100130
1589307,1,vupload,,296,,,640,360,0,1100133
1589308,1,vupload,,3581,,,480,320,0,1100134
1589305,1,vupload,,137,,,576,360,0,1100131
1591583,1,vupload,,713,,,480,320,0,1100137
1589322,1,vupload,,228,,,640,360,0,1100148
1589316,1,vupload,,957,,,640,360,0,1100142
1589320,1,vupload,,90,,,640,360,0,1100146
1589315,1,vupload,,2595,,,1280,720,0,1100141
1589319,1,vupload,,797,,,638,360,0,1100145
1589321,1,vupload,,2786,,,640,360,0,1100147
1589329,1,vupload,,268,,,1280,720,0,1100154
1589331,1,vupload,,173,,,642,360,0,1100158
1589334,1,vupload,,262,,,640,360,0,1100161
1589333,1,vupload,,2032,,,640,360,0,1100160
1589348,1,vupload,,0,,,1104,622,0,1100174
1589362,1,vupload,,0,,,1104,622,0,1100186
1589360,1,vupload,,2396,,,638,360,0,1100184
1589356,1,vupload,,249,,,640,360,0,1100181
1589411,1,vupload,,266,,,640,360,0,1100197
1589350,1,vupload,16、17,4368,,,448,336,0,1100195
1589351,2,vupload,18,3409,,,448,336,0,1100195
1589352,3,vupload,19,3676,,,448,336,0,1100195
1589403,4,vupload,20,3762,,,448,336,0,1100195
1589402,1,vupload,,142,,,640,480,0,1100194
1589373,1,vupload,01 学习美国独立战争的五点提示,2422,,,512,288,0,1100190
1589374,2,vupload,02 作为英国殖民者,2368,,,512,288,0,1100190
1589375,3,vupload,03 作为英裔美国人,2413,,,512,288,0,1100190
1589376,4,vupload,04 殖民地关系,2498,,,512,288,0,1100190
1589377,5,vupload,05 愤怒的被殖民者.印花税危机,2468,,,512,288,0,1100190
1589378,6,vupload,06 抵抗还是叛乱,2802,,,512,288,0,1100190
1589379,7,vupload,07 革命者,2764,,,512,288,0,1100190
1589380,8,vupload,08 抵抗的,2863,,,512,288,0,1100190
1589381,9,vupload,09 谁是反对独立者,2749,,,512,288,0,1100190
1589382,10,vupload,10 常识,2588,,,512,288,0,1100190
1589383,11,vupload,11 独立,2515,,,512,288,0,1100190
1589384,12,vupload,12 内战,2609,,,0,0,0,1100190
1589385,13,vupload,13 策划一场战争,2939,,,0,0,0,1100190
1589386,14,vupload,14 英雄与恶棍,2938,,,512,288,0,1100190
1589387,15,vupload,15 公民与选择:回顾纽黑文的革命,2578,,,512,288,0,1100190
1589388,16,vupload,16 乔治华盛顿的重要性,2679,,,512,288,0,1100190
1589389,17,vupload,17 战争中的逻辑,2808,,,0,0,0,1100190
1589390,18,vupload,18 革命战争全貌,2773,,,0,0,0,1100190
1589391,19,vupload,19 战争与社会,2598,,,512,288,0,1100190
1589392,20,vupload,20 邦联,2604,,,0,0,0,1100190
1589393,21,vupload,21 一个没有权利的联盟,2823,,,0,0,0,1100190
1589394,22,vupload,22 制宪会议的历史,2660,,,512,288,0,1100190
1589395,23,vupload,23 制定宪法,2758,,,0,0,0,1100190
1589396,24,vupload,24 一个国家的诞生,2454,,,512,288,0,1100190
1589397,25,vupload,25 作为一个美国人.革命的遗产,2477,,,512,288,0,1100190
1589412,1,vupload,,0,,,1104,622,0,1100198
1589415,1,vupload,,1580,,,464,360,0,1100202
1589414,1,vupload,,63,,,636,360,0,1100200
1589421,1,vupload,,162,,,640,360,0,1100208
1589423,1,vupload,,1369,,,638,360,0,1100210
1589440,1,vupload,P2,83,,,640,360,0,1100215
1589438,1,vupload,,101,,,480,360,0,1100224
1589439,1,vupload,,1364,,,854,480,0,1100225
1589443,1,vupload,,187,,,640,360,0,1100228
1589441,1,vupload,,560,,,640,360,0,1100226
