View_pages_cid,View_pages_page,View_pages_from,View_pages_part,View_pages_duration,View_pages_vid,View_pages_weblink,View_pages_dimension_width,View_pages_dimension_height,View_pages_dimension_rotate,aid
1548153,1,vupload,,93,,,640,360,0,1070002
1548097,1,vupload,,254,,,640,360,0,1070000
1548129,1,vupload,,545,,,640,360,0,1070006
1548131,1,vupload,,205,,,638,360,0,1070007
1548101,1,vupload,,165,,,480,360,0,1070004
1548133,1,vupload,,398,,,638,360,0,1070010
1548138,1,vupload,,1516,,,640,360,0,1070014
1548141,1,vupload,,63,,,640,360,0,1070017
1548135,1,vupload,,2078,,,1104,622,0,1070012
1548142,1,vupload,,632,,,0,0,0,1070018
1548134,1,vupload,,176,,,640,360,0,1070011
1548140,1,vupload,,602,,,640,360,0,1070016
1548136,1,vupload,短篇开头,363,,,240,160,0,1070013
1548144,1,vupload,,360,,,640,360,0,1070020
1548147,1,vupload,,110,,,640,360,0,1070023
1548152,1,vupload,,44,,,448,336,0,1070027
1548149,1,vupload,高清,1009,,,640,360,0,1070025
1548150,2,vupload,渣清,690,,,640,360,0,1070025
1548154,1,vupload,,128,,,640,360,0,1070028
1548145,1,vupload,,757,,,640,360,0,1070021
1548156,1,vupload,,1496,,,364,360,0,1070030
1548164,1,vupload,,280,,,640,360,0,1070037
1548157,1,vupload,,218,,,640,360,0,1070031
1548175,1,vupload,,1958,,,960,720,0,1070047
1548174,1,vupload,,28,,,576,360,0,1070046
1548173,1,vupload,,2444,,,636,360,0,1070045
1548177,1,vupload,,4,,,640,360,0,1070040
1548172,1,vupload,,3052,,,960,720,0,1070044
1548176,1,vupload,,65,,,512,288,0,1070048
1548170,1,vupload,,329,,,640,360,0,1070042
1548198,1,vupload,,312,,,512,384,0,1070058
1548180,1,vupload,,487,,,640,360,0,1070051
1548184,1,vupload,,92,,,640,360,0,1070055
1548185,1,vupload,,1139,,,1104,622,0,1070056
1548217,1,vupload,,19,,,640,360,0,1070063
1548219,1,vupload,,291,,,512,384,0,1070065
1548218,1,vupload,,29,,,640,360,0,1070064
1549155,1,vupload,PV1,102,,,640,360,0,1070068
1549156,2,vupload,PV2,90,,,640,360,0,1070068
1548208,1,vupload,,1057,,,640,360,0,1070061
1548281,1,vupload,,2327,,,638,360,0,1070067
1548224,1,vupload,,2656,,,1024,640,0,1070070
