account,count,num,size,aid
43,46,1,3,1070002
14,7,1,3,1070000
24,21,1,3,1070006
7,8,1,3,1070007
9,8,1,3,1070004
11,12,1,3,1070010
57,32,1,3,1070014
0,0,1,3,1070017
6,5,1,3,1070012
94,86,1,3,1070018
26,23,1,3,1070011
4,4,1,3,1070016
0,0,1,3,1070013
8,8,1,3,1070020
7,7,1,3,1070023
42,37,1,3,1070027
5,4,1,3,1070025
3,3,1,3,1070028
82,64,1,3,1070021
7,5,1,3,1070030
16,17,1,3,1070037
10,5,1,3,1070031
3,3,1,3,1070047
0,0,1,3,1070046
1,1,1,3,1070045
30,30,1,3,1070040
11,9,1,3,1070044
5,5,1,3,1070048
16,13,1,3,1070042
0,0,1,3,1070058
12,10,1,3,1070051
20,19,1,3,1070055
1,1,1,3,1070056
0,0,1,3,1070063
1,1,1,3,1070065
0,0,1,3,1070064
23,10,1,3,1070068
14,13,1,3,1070061
8,7,1,3,1070067
30,21,1,3,1070070
0,0,1,3,1070075
2,1,1,3,1070072
4,4,1,3,1070076
12,5,1,3,1070074
3,3,1,3,1070081
1,1,1,3,1070080
1,1,1,3,1070087
9,9,1,3,1070085
76,59,1,3,1070088
5,3,1,3,1070095
2,2,1,3,1070091
1,1,1,3,1070097
6,3,1,3,1070098
2,2,1,3,1070090
344,53,1,3,1070108
4,2,1,3,1070104
7,7,1,3,1070105
16,15,1,3,1070107
81,66,1,3,1070103
13,11,1,3,1070101
10,9,1,3,1070102
0,0,1,3,1070110
4,3,1,3,1070115
0,0,1,3,1070117
67,34,1,3,1070111
38,35,1,3,1070114
1,1,1,3,1070125
1,1,1,3,1070123
21,13,1,3,1070138
2,2,1,3,1070141
23,18,1,3,1070143
0,0,1,3,1070146
0,0,1,3,1070157
1,1,1,3,1070151
0,0,1,3,1070165
1,1,1,3,1070168
13,9,1,3,1070162
2,2,1,3,1070164
1,2,1,3,1070167
2,2,1,3,1070176
97,57,1,3,1070177
7,5,1,3,1070178
6,4,1,3,1070182
16,14,1,3,1070184
54,31,1,3,1070195
0,0,1,3,1070192
15,9,1,3,1070208
3,3,1,3,1070204
0,0,1,3,1070210
5,5,1,3,1070215
28,21,1,3,1070214
117,57,1,3,1070216
5,4,1,3,1070225
5,5,1,3,1070228
2,2,1,3,1070237
0,0,1,3,1070236
2,2,1,3,1070234
5,5,1,3,1070232
8,5,1,3,1070230
1,1,1,3,1070233
0,0,1,3,1070248
0,0,1,3,1070243
22,20,1,3,1070241
16,10,1,3,1070247
3,3,1,3,1070244
16,15,1,3,1070255
34,30,1,3,1070251
3,3,1,3,1070250
3,3,1,3,1070256
0,0,1,3,1070254
16,10,1,3,1070253
1,1,1,3,1070257
29,15,1,3,1070266
0,0,1,3,1070263
3,3,1,3,1070261
56,26,1,3,1070260
36,32,1,3,1070267
1,1,1,3,1070277
0,0,1,3,1070278
9,9,1,3,1070271
0,0,1,3,1070275
4,3,1,3,1070280
4,4,1,3,1070284
2,2,1,3,1070283
9,3,1,3,1070286
18,7,1,3,1070285
17,18,1,3,1070298
7,6,1,3,1070306
7,7,1,3,1070301
2,2,1,3,1070305
0,0,1,3,1070317
9,7,1,3,1070310
4,4,1,3,1070313
1,1,1,3,1070325
4,4,1,3,1070328
18,15,1,3,1070330
550,439,1,3,1070331
5,3,1,3,1070334
183,125,1,3,1070333
2,2,1,3,1070343
1,1,1,3,1070344
102,84,1,3,1070347
4,4,1,3,1070348
2,2,1,3,1070346
0,0,1,3,1070341
6,6,1,3,1070356
1,1,1,3,1070351
3,2,1,3,1070355
2,2,1,3,1070353
108,56,1,3,1070352
3,3,1,3,1070364
34,18,1,3,1070361
23,16,1,3,1070363
92,83,1,3,1070366
0,0,1,3,1070376
2,2,1,3,1070371
30,23,1,3,1070378
340,217,1,3,1070372
38,20,1,3,1070377
7,7,1,3,1070383
10,6,1,3,1070385
4,4,1,3,1070395
1,1,1,3,1070391
6,6,1,3,1070397
2,2,1,3,1070396
5,3,1,3,1070393
8,4,1,3,1070390
6,6,1,3,1070404
2,2,1,3,1070408
7,7,1,3,1070403
0,0,1,3,1070407
26,19,1,3,1070417
4,4,1,3,1070413
33,19,1,3,1070410
3,3,1,3,1070418
2,2,1,3,1070415
260,189,1,3,1070428
27,21,1,3,1070420
10,7,1,3,1070426
10,11,1,3,1070422
0,0,1,3,1070430
19,18,1,3,1070432
1,1,1,3,1070431
87,42,1,3,1070444
2,2,1,3,1070441
5,5,1,3,1070446
2,2,1,3,1070457
853,515,1,3,1070453
5,4,1,3,1070458
415,307,1,3,1070452
1,1,1,3,1070463
7,5,1,3,1070468
1,1,1,3,1070464
2,3,1,3,1070472
1,1,1,3,1070471
7,7,1,3,1070473
21,21,1,3,1070470
6,5,1,3,1070476
36,18,1,3,1070487
8,8,1,3,1070484
10,6,1,3,1070488
15,15,1,3,1070483
4,3,1,3,1070485
611,512,1,3,1070482
2,2,1,3,1070492
14,13,1,3,1070506
0,0,1,3,1070501
20,14,1,3,1070505
4,4,1,3,1070507
4,4,1,3,1070518
0,1,1,3,1070512
1,1,1,3,1070510
0,0,1,3,1070523
7,7,1,3,1070527
4,4,1,3,1070536
6,6,1,3,1070533
22,13,1,3,1070537
0,0,1,3,1070541
28,19,1,3,1070542
8,4,1,3,1070546
3,2,1,3,1070553
1,1,1,3,1070556
1,1,1,3,1070558
7,7,1,3,1070557
3,1,1,3,1070551
3,3,1,3,1070562
2,3,1,3,1070560
13,13,1,3,1070571
0,0,1,3,1070578
34,28,1,3,1070573
5,5,1,3,1070574
1,2,1,3,1070576
0,1,1,3,1070592
27,24,1,3,1070591
