account,count,num,size,aid
10,8,1,3,1240008
4,4,1,3,1240000
24,17,1,3,1240006
9,8,1,3,1240004
2,2,1,3,1240015
1,1,1,3,1240018
2,2,1,3,1240027
0,0,1,3,1240025
10,5,1,3,1240033
23,17,1,3,1240037
2,2,1,3,1240038
6,5,1,3,1240034
1,1,1,3,1240048
6,3,1,3,1240043
15,8,1,3,1240047
4,3,1,3,1240051
1,1,1,3,1240052
0,0,1,3,1240055
3,4,1,3,1240063
1,1,1,3,1240060
6,5,1,3,1240073
0,0,1,3,1240077
5,5,1,3,1240086
8,8,1,3,1240093
1,1,1,3,1240091
1,1,1,3,1240094
2,1,1,3,1240106
