BV12x411K72x,1080004,1,21,日常,2,http://i1.hdslb.com/bfs/archive/4239b2a5937cba1b18506c568a9fd6e5615586bb.jpg,2014年4月第三周傻缺悲剧集锦,1398243873,1497399930,youtube 明天STEAM平台里 红色撸管乐队2 免费~1天,0,267,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212230,八尾妖姬,https://i1.hdslb.com/bfs/face/18d025bf5de52117d4f44192191d04eed71484d2.jpg,1080004,10047,164,7,8,2,1,0,509,0,0,,,,1561765,638,360,0,,0,False,False,False,False,False,,,1080004
BV12x411K72E,1080003,1,19,Mugen,2,http://i0.hdslb.com/bfs/archive/6bdc2b4a61a1fba1dbfdac92ac7eb8a699c261cf.jpg,【MUGEN】新章 希望絕望 無理GAME挑戰大會 殺戮之章 P10,1398243822,1497426824,sm23386072，本大會最大的希望回...即是最大的絕望劇。,0,1378,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2369702,酷斯查波里諾,http://i2.hdslb.com/bfs/face/51a05083335978fb84da968dcd4aabafaaf40128.jpg,1080003,1640,130,15,5,1,6,0,0,1,0,,,,1561764,512,288,0,,0,False,False,False,False,False,,,1080003
BV12x411K72V,1080008,1,21,日常,1,http://i1.hdslb.com/bfs/archive/ef46a79accfe0b2fc548fbc87d55bac7b17b84c3.jpg,屌丝屌炸天特效幕后花絮，结尾亮了《美队国长VS雷神》,1398243989,1497427139,自制 小小AE特效幕后+花絮，花絮结尾时笑shi了，正片请看：http://v.youku.com/v_show/id_XNzAwODY2OTAw.html,0,172,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2681025,DreamsBond,http://i2.hdslb.com/bfs/face/36df048af6ac55ce5ae06f3c594ae8acec44ab83.jpg,1080008,4842,40,2,24,11,7,0,0,2,0,,,,1561769,640,360,0,,0,False,False,False,False,False,,,1080008
BV12x411K723,1080010,1,17,单机游戏,2,http://i2.hdslb.com/bfs/archive/6df7e7c3622cf9da055c1c31d453356dd55d116d.jpg,【惊悚恐怖神作】心灵杀手Alan Wake2-1黑暗俘虏,1398244108,1497424414,1pav1068175,0,2283,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,533575,间月,http://i1.hdslb.com/bfs/face/756a40bdd89c165f2930c671e88173a481c1a4df.jpg,1080010,2425,36,2,23,6,6,0,0,18,0,,,,1561771,638,360,0,,0,False,False,False,False,False,,,1080010
BV12x411K725,1080015,1,17,单机游戏,2,http://i0.hdslb.com/bfs/archive/8968b202595923ca213cf7653c3335c0213c9d00.jpg,【USF4】 Hugo (stormKubo) Casual Match,1398244271,1497362407,"转载自youku 
Hugo (stormKubo) Casual Match/Kao TV! Ultra Street Fighter 4 7 2014.4.17
",0,2487,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47576,Bili_47576,http://i2.hdslb.com/bfs/face/b646fe5fc516ce7adeca317acbf4540bd8f6581c.jpg,1080015,317,0,2,0,0,2,0,0,0,0,,,,1561781,512,288,0,,0,False,False,False,False,False,,,1080015
BV12x411K72j,1080013,1,27,综合,2,http://i0.hdslb.com/bfs/archive/15341ca1754611ddcd56d719c5a85de96cededc8.jpg,【蒼翼默示錄】命運之輪廣播劇,1398244145,1497426837,UP主：自古槍兵幸運E，天下紅毛多苦逼。--------UZ桑,0,3469,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2379589,炎国临光厨,https://i1.hdslb.com/bfs/face/98f921744646baf7ae65092aa4c9adb2c43a0bac.jpg,1080013,1121,385,3,47,9,13,0,0,7,0,,,,1561775,240,320,0,,0,False,True,False,False,False,,,1080013
BV12x411K727,1080012,1,154,舞蹈综合,2,http://i0.hdslb.com/bfs/archive/872d0ca468f3212787b56b9c2c05de476eecce7c.jpg,【nicopi☆】裸之裸之裸之KISS,1398244134,1497423801,sm23384636 裸の練習をして、裸の衣装を着て、裸の撮影をして、 なんとか無事裸の裸の裸の動画ができました！ 宮崎由加：ひとみん 金澤朋子：ほな 高木紗友希：しのぱらん 宮本佳林：re*m 植村あかり：テーラ,0,540,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381299,鸟酒酒,https://i2.hdslb.com/bfs/face/91872fd494466b4a74ccc17addeee48fb0f52e2f.gif,1080012,4553,80,4,64,3,12,0,959,1,0,,,,1561774,640,360,0,,0,False,False,False,False,False,,,1080012
BV12x411K71d,1080025,1,51,资讯,2,http://i0.hdslb.com/bfs/archive/60d26a91b033f15b5169e171ee1f2e01772bf8be.jpg,「ALCA 阿鲁卡 创生的ECHOES」第二卷 宣传PV,1398244538,1497353834,【ぽにきゃんBOOKS】「アルカ 創生のエコーズ」II 告知PV【ライトノベル】 声の出演： 早見沙織、比上孝浩 『君は、この物語を知らなければならない』 著者：project-ALCA- イラスト：もん 企画・原作・音楽：流歌,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19653,小清水亜美,http://i0.hdslb.com/bfs/face/47a3bc87df7ad433a8d8bb9dcfae5494b58f4342.jpg,1080025,291,3,2,3,1,5,0,0,4,0,,,,1561792,640,360,0,,0,False,False,False,False,False,,,1080025
BV12x411K72K,1080023,1,168,国产原创相关,1,http://i1.hdslb.com/bfs/archive/a147be4fc329537c2dc081909a76c74df9c00ec7.jpg,【起名字什么的最讨厌了】第二期,1398244442,1497424738,"自制 up主自制视频，欢迎吐槽，不喜请右上角勿黑。
",0,661,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,666058,柒西子,https://i1.hdslb.com/bfs/face/6c139123f5ef26336e5809e8550db501707b151b.jpg,1080023,1336,95,11,2,2,5,0,0,0,0,,,,1561789,450,360,0,,0,False,False,False,False,False,,,1080023
BV12x411K72T,1080022,1,20,宅舞,2,http://i1.hdslb.com/bfs/archive/b67943e79288e94d7d99766fde774995eda31ae6.jpg,超趴Ⅲ-舞见出演者-「Party×Party」,1398244396,1497423801,1398161654 牛泥棒、りりり、ギルティ✝ハーツ、暴徒、むすめん。、榊原タツキ、とらさん、RAB、涼宮あつき、鎖音プロジェクト、足太ぺんた、なみ（仮）、恐怖。、めるる、Ari。ki、ρ\'s、てぃ☆イン！、うすけ、末っ子【みぃ】、MAZDA、TEAM BLACK STARZ、東京ペスカトーレ、ANDY、ぷぷっぴどぅ～、Hink、やっこ×まなこ、まりやん、わた、＠小豆、ゆっけ、彩りりあ ,0,313,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381299,鸟酒酒,https://i2.hdslb.com/bfs/face/91872fd494466b4a74ccc17addeee48fb0f52e2f.gif,1080022,14440,392,13,383,12,21,0,0,15,0,,,,1561920,640,360,0,,0,False,False,False,False,False,,,1080022
BV12x411K72c,1080028,1,24,MAD·AMV,1,http://i1.hdslb.com/bfs/archive/81a9cc360f361c2eeaa3798e11272762d7a62b8d.jpg,【AMV】某漆黑的超电磁炮,1398244574,1497427805,自制 BGM挺带感的。。。于是花了一个多小时剪了下...发现好像还是挺同步的,0,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3400459,·PikaPika·,https://i1.hdslb.com/bfs/face/b173e739f50bb12cbf35da4163a3bc964289fbde.jpg,1080028,19862,457,56,367,87,15,0,678,20,0,,,,1561795,640,360,0,,0,False,False,False,False,False,,,1080028
BV12x411K71Z,1080031,1,17,单机游戏,2,http://static.hdslb.com/images/transparent.gif,【USF4】Sagat 超级三太郎 vs Juri 洋梨【精彩推荐】,1398244650,1497362407,"转载自youku  
这俩ID都是大熟人啊~应该是质量局了吧~USF4 - Sagat (Super Santaroman) vs Juri (Yossan) 2014.4.18
",0,825,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47576,Bili_47576,http://i2.hdslb.com/bfs/face/b646fe5fc516ce7adeca317acbf4540bd8f6581c.jpg,1080031,524,1,0,4,0,2,0,0,0,0,,,,1561799,638,360,0,,0,False,False,False,False,False,,,1080031
BV12x411K72Z,1080037,1,171,电子竞技,1,http://i0.hdslb.com/bfs/archive/946f3e6cfa63945af9a5eeca90a146a7d49eb67d.jpg,小号打脸猎的日常任务,1398244723,1497410527,自制 转自优酷 这期给大家看看我打的思路。至于为什么不用大号，是因为一方面任务才2个，我一般喜欢赞到3个一起做；另一方面是没有猎人的任务，所以就不可能玩猎人。,0,1641,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,264712,Darktp,https://i1.hdslb.com/bfs/face/dd8a68fb384f17bfe2bc56693600dab71ac0f0ec.jpg,1080037,190,2,0,0,0,2,0,0,0,0,,,,1561805,462,360,0,,0,False,False,False,False,False,,,1080037
BV12x411K72R,1080032,1,17,单机游戏,2,http://i0.hdslb.com/bfs/archive/5213fd37cc33706162742e938add3a56671f5e3b.jpg,体验秦风韵味《秦时明月》不花钱攻略,1398244662,1497423823,优酷 搬运,0,375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381738,M.Scarlet,https://i0.hdslb.com/bfs/face/cc89d98e0c65c0d18a05f4d179831e5efc9e35bc.jpg,1080032,3506,57,8,6,2,4,0,0,6,0,,,,1561807,638,360,0,,0,False,False,False,False,False,,,1080032
BV12x411K72X,1080034,1,17,单机游戏,1,http://i2.hdslb.com/bfs/archive/4ee22b3c263c511981f07ae1c6c82d4416fb64ab.png,噬魂师 单调公主 演示解说08 (黑星组剧情),1398244677,1497427823,自制 wii平台上的一款avg+act游戏《Soul Eater: Monotone Princess》。本次主要包括椿的健康问题、我的睡觉时间和学生科阿姨的秘密三个内容。,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3427487,zh8534,http://i2.hdslb.com/bfs/face/a7dc5a6f3171eaa148907433368650d0cf50d3e8.jpg,1080034,648,2,0,8,3,9,0,0,2,0,,,,1561802,960,712,0,,0,False,False,False,False,False,,,1080034
