related_video,aid
8946614,1050003
547167358,1050003
804509502,1050003
8856080,1050003
80124029,1050003
41196679,1050003
599742945,1050003
8718438,1050003
9749694,1050003
30347607,1050003
9538654,1050003
6298128,1050003
897972761,1050003
9685119,1050003
5718211,1050003
463955722,1050003
2496250,1050003
33120401,1050003
714563194,1050003
885326938,1050003
43940221,1050003
669006783,1050003
46634027,1050003
5921846,1050003
875729,1050003
1761381,1050003
834174,1050003
1054763,1050003
8788916,1050003
14858123,1050003
5750244,1050003
13175357,1050003
7372537,1050003
60052961,1050003
34597166,1050003
1051128,1050003
3168456,1050003
90618059,1050003
926711712,1050003
2139492,1050003
1045993,1050008
520450099,1050008
1025409,1050008
475834675,1050008
475417630,1050008
432393295,1050008
463108419,1050008
669759654,1050008
1042471,1050008
988185467,1050008
860612179,1050008
305004499,1050008
433112349,1050008
860645133,1050008
475678324,1050008
220429811,1050008
1032503,1050008
647525932,1050008
263037317,1050008
987932482,1050008
859974332,1050008
1039484,1050008
517569077,1050008
775727781,1050008
818132103,1050008
987265531,1050008
988194697,1050008
475380268,1050008
305660071,1050008
605337538,1050008
987547415,1050008
518362073,1050008
988159035,1050008
475781972,1050008
890917809,1050008
1075892,1050008
690786077,1050008
305792898,1050008
263233950,1050008
305408720,1050008
629494148,1050002
287832771,1050002
5623147,1050002
17741852,1050002
200653240,1050002
48694436,1050002
65979041,1050002
207344834,1050002
742288,1050002
70070256,1050002
4511704,1050002
38394546,1050002
23082089,1050002
1063498,1050002
956520,1050002
17991926,1050002
1277072,1050002
585239012,1050002
86198285,1050002
9468206,1050002
65666489,1050002
8660012,1050002
838880124,1050002
9516576,1050002
1223077,1050002
34303139,1050002
968064406,1050002
63578251,1050002
16072495,1050002
9016390,1050002
2582122,1050002
716980036,1050002
14175440,1050002
62904711,1050002
85243252,1050002
81333917,1050001
301888,1050001
785602,1050001
20656137,1050001
1121937,1050001
70369639,1050001
96932,1050001
500803,1050001
544145539,1050001
27039425,1050001
12935449,1050001
50813906,1050001
4667671,1050001
47189478,1050001
22903373,1050001
768929525,1050001
855764,1050001
25049467,1050001
16433038,1050001
54107,1050001
767289325,1050001
3651044,1050001
84778568,1050001
1070751,1050001
19689524,1050001
668371730,1050001
32618409,1050001
49652192,1050001
1801015,1050001
382784,1050001
1837771,1050001
12958633,1050001
57702436,1050001
2466294,1050001
25917722,1050001
272977,1050001
49759008,1050001
1688387,1050001
1798163,1050001
60005574,1050001
4430207,1050005
7712144,1050005
7490336,1050005
7099540,1050005
7073866,1050005
24444137,1050005
1105768,1050005
202174720,1050005
6250251,1050005
381272183,1050005
8665621,1050005
3765519,1050005
3069337,1050005
24425380,1050005
11927708,1050005
295896985,1050005
24354347,1050005
4460119,1050005
2890717,1050005
7102892,1050005
11511692,1050005
2852177,1050005
21059244,1050005
3255002,1050005
4566783,1050005
29644416,1050005
9082006,1050005
4380685,1050005
669245717,1050005
1222108,1050005
21709252,1050005
211540876,1050005
26915864,1050005
7101566,1050005
3254731,1050005
969532,1050005
36243081,1050005
468758775,1050005
32933187,1050005
1953254,1050005
556842776,1050013
764005779,1050013
55572836,1050013
28642577,1050013
463193477,1050013
25293261,1050013
753546429,1050013
679421708,1050013
95353452,1050013
57843391,1050013
940525145,1050013
1092958,1050018
73759322,1050018
508858799,1050018
968372206,1050018
5286817,1050018
1086953,1050018
216032349,1050018
5394619,1050018
641064922,1050018
981159350,1050018
27085863,1050018
25260212,1050018
431140441,1050018
2009310,1050018
20963055,1050018
9075957,1050018
883215895,1050018
5978943,1050018
4879264,1050018
95777788,1050018
934872223,1050018
882648112,1050018
8966640,1050018
56790504,1050018
370542356,1050018
17820345,1050018
741048,1050018
723372289,1050018
10898344,1050018
27102230,1050018
4661659,1050018
5277925,1050018
992927,1050018
28867536,1050018
7764773,1050018
21261059,1050018
296960774,1050018
683640983,1050018
31276869,1050018
1577978,1050018
1052590,1050014
988169724,1050014
263202939,1050014
817421837,1050014
1067330,1050014
2168827,1050014
689789313,1050014
604761230,1050014
348005155,1050014
520686157,1050014
4546725,1050014
945703196,1050014
263206143,1050014
2194342,1050014
2187664,1050014
1065512,1050014
4469702,1050014
305626998,1050014
4646916,1050014
2451038,1050014
2049161,1050014
1829984,1050014
2170874,1050014
2365748,1050014
4315165,1050014
2458261,1050014
4771642,1050014
3207512,1050014
1849107,1050014
2382979,1050014
1127029,1050014
1071687,1050014
1036020,1050014
4604847,1050014
1032082,1050014
8748166,1050014
1030321,1050014
1096952,1050014
2058096,1050014
61794458,1050011
45524395,1050011
685101855,1050011
883973782,1050011
242962757,1050011
51521054,1050011
669814467,1050011
75945251,1050011
760234743,1050011
84378604,1050011
330207335,1050011
464581771,1050011
374164919,1050011
499199513,1050011
4899416,1050011
23565721,1050011
248587082,1050011
77817241,1050011
25777475,1050011
11470112,1050011
668070845,1050011
286486896,1050011
595534534,1050011
25383283,1050011
48834971,1050011
92581524,1050011
1912387,1050011
14606821,1050011
76762903,1050011
36160470,1050011
417769490,1050011
201660829,1050011
36701264,1050011
927531855,1050011
78684297,1050011
4159247,1050011
31224711,1050011
839419417,1050011
501342118,1050011
3118787,1050011
7236466,1050015
463345844,1050015
63779857,1050015
1050021,1050015
27355467,1050015
50306509,1050015
1617274,1050015
2425895,1050015
672639982,1050015
1042521,1050015
326259,1050015
242078,1050015
654727,1050015
512765156,1050015
70824287,1050015
369871,1050015
263904,1050015
1054166,1050015
33422459,1050015
307146,1050015
289799,1050015
45685257,1050015
91019847,1050015
494038,1050015
526274,1050015
26215403,1050015
1940615,1050015
55218,1050015
1243385,1050015
296137,1050015
77727,1050015
78228,1050015
608080,1050015
451921,1050015
2471354,1050015
11950818,1050015
601715,1050015
3317264,1050015
19293737,1050015
905268,1050015
4789082,1050025
6150935,1050025
29167894,1050025
917166,1050025
35521653,1050025
37704865,1050025
680514,1050025
15815004,1050025
86239382,1050025
35520526,1050025
1040514,1050025
12454679,1050025
17142530,1050025
35624781,1050025
87356524,1050025
6412646,1050025
800578663,1050025
1047722,1050025
970794286,1050025
634428190,1050025
16446548,1050025
37686416,1050025
3151428,1050025
4481261,1050025
35640010,1050025
18919986,1050025
4459645,1050025
5242270,1050025
3558172,1050025
24494924,1050025
23475138,1050025
5112030,1050025
820088,1050025
872019,1050025
35520568,1050025
632683641,1050025
9426509,1050025
1692317,1050025
57111037,1050025
50455089,1050025
220786721,1050021
348313954,1050021
