account,count,num,size,aid
4,4,1,3,1040007
4,4,1,3,1040004
0,0,1,3,1040012
37,25,1,3,1040011
4,4,1,3,1040014
51,41,1,3,1040010
18,10,1,3,1040018
2,1,1,3,1040028
39,33,1,3,1040021
0,0,1,3,1040023
13,11,1,3,1040022
23,22,1,3,1040025
9,8,1,3,1040024
8,5,1,3,1040036
6,3,1,3,1040030
1,1,1,3,1040032
0,0,1,3,1040033
3,3,1,3,1040040
7,7,1,3,1040041
0,0,1,3,1040046
7,4,1,3,1040042
4,4,1,3,1040051
1,1,1,3,1040057
7,6,1,3,1040058
7,5,1,3,1040054
3,3,1,3,1040064
6,4,1,3,1040061
299,243,1,3,1040067
11,5,1,3,1040068
1,1,1,3,1040062
7,6,1,3,1040077
0,0,1,3,1040076
18,27,1,3,1040074
8,6,1,3,1040070
3,3,1,3,1040073
0,0,1,3,1040080
7,5,1,3,1040088
268,212,1,3,1040082
30,8,1,3,1040081
5,3,1,3,1040086
4,4,1,3,1040091
68,42,1,3,1040097
10,9,1,3,1040096
7,6,1,3,1040092
25,24,1,3,1040094
1,1,1,3,1040103
0,0,1,3,1040107
2,1,1,3,1040104
15,13,1,3,1040106
1,1,1,3,1040108
0,0,1,3,1040100
16,9,1,3,1040105
3,3,1,3,1040102
578,518,1,3,1040113
6,6,1,3,1040111
3,3,1,3,1040124
0,0,1,3,1040121
106,68,1,3,1040132
3,3,1,3,1040136
1,1,1,3,1040135
117,73,1,3,1040134
3,3,1,3,1040144
1,1,1,3,1040140
0,0,1,3,1040153
2,2,1,3,1040151
1,1,1,3,1040156
4,4,1,3,1040154
1,1,1,3,1040165
2,1,1,3,1040164
4,4,1,3,1040163
2,2,1,3,1040161
3,3,1,3,1040174
4,4,1,3,1040177
3,3,1,3,1040178
0,0,1,3,1040171
0,0,1,3,1040173
0,0,1,3,1040170
9,9,1,3,1040172
74,62,1,3,1040183
12,13,1,3,1040184
7,6,1,3,1040186
60,54,1,3,1040191
1,1,1,3,1040190
2,2,1,3,1040198
7,3,1,3,1040197
3,3,1,3,1040208
3,3,1,3,1040202
146,77,1,3,1040200
10,6,1,3,1040207
2,2,1,3,1040201
1,1,1,3,1040206
0,0,1,3,1040212
1,1,1,3,1040210
14,14,1,3,1040218
16,17,1,3,1040213
1,1,1,3,1040211
6,4,1,3,1040215
3,3,1,3,1040224
208,114,1,3,1040226
6,4,1,3,1040222
47,40,1,3,1040232
3,3,1,3,1040235
1,1,1,3,1040237
22,21,1,3,1040238
0,0,1,3,1040246
36,30,1,3,1040241
44,35,1,3,1040251
101,68,1,3,1040257
71,61,1,3,1040252
5,5,1,3,1040253
24,20,1,3,1040258
6,5,1,3,1040261
0,0,1,3,1040260
113,90,1,3,1040265
6,6,1,3,1040268
2,2,1,3,1040262
1,1,1,3,1040263
0,0,1,3,1040266
3,3,1,3,1040276
10,10,1,3,1040274
2,1,1,3,1040271
2,2,1,3,1040270
1,1,1,3,1040284
0,0,1,3,1040286
0,0,1,3,1040293
0,0,1,3,1040292
8,5,1,3,1040291
0,0,1,3,1040295
0,0,1,3,1040301
1,1,1,3,1040303
0,0,1,3,1040304
4,3,1,3,1040308
0,0,1,3,1040300
2,1,1,3,1040305
12,11,1,3,1040307
5,4,1,3,1040306
0,0,1,3,1040314
1,1,1,3,1040311
4,4,1,3,1040316
3,3,1,3,1040310
5,5,1,3,1040318
8,8,1,3,1040315
2,1,1,3,1040322
1,1,1,3,1040328
4,2,1,3,1040321
22,16,1,3,1040326
4,4,1,3,1040325
1,1,1,3,1040320
5,4,1,3,1040333
1,1,1,3,1040338
3,3,1,3,1040335
6,4,1,3,1040348
0,0,1,3,1040343
1,1,1,3,1040342
3,3,1,3,1040344
6,6,1,3,1040340
0,0,1,3,1040345
2,2,1,3,1040351
0,0,1,3,1040358
1,1,1,3,1040368
3,2,1,3,1040367
4,5,1,3,1040361
2,2,1,3,1040375
7,6,1,3,1040385
8,5,1,3,1040387
0,0,1,3,1040384
4,3,1,3,1040390
3,3,1,3,1040398
5,5,1,3,1040395
12,9,1,3,1040396
9,5,1,3,1040392
0,0,1,3,1040393
0,0,1,3,1040403
5,4,1,3,1040406
0,0,1,3,1040418
0,0,1,3,1040415
5,4,1,3,1040412
30,27,1,3,1040416
1,1,1,3,1040413
3,3,1,3,1040422
5,4,1,3,1040428
3,3,1,3,1040424
4,4,1,3,1040425
1,1,1,3,1040423
5,2,1,3,1040437
4,4,1,3,1040431
16,16,1,3,1040435
9,5,1,3,1040436
23,20,1,3,1040438
13,10,1,3,1040445
1,1,1,3,1040450
26,11,1,3,1040457
0,0,1,3,1040452
0,0,1,3,1040473
2,1,1,3,1040477
7,3,1,3,1040478
10,9,1,3,1040483
1,1,1,3,1040484
12,14,1,3,1040487
20,20,1,3,1040485
2,2,1,3,1040490
8,8,1,3,1040491
4,4,1,3,1040504
79,35,1,3,1040505
0,0,1,3,1040501
5,4,1,3,1040506
18,11,1,3,1040514
3,3,1,3,1040511
120,86,1,3,1040513
10,6,1,3,1040525
0,0,1,3,1040528
9,4,1,3,1040527
4,7,1,3,1040524
2,2,1,3,1040530
5,5,1,3,1040533
0,0,1,3,1040543
2,2,1,3,1040541
0,0,1,3,1040548
5,4,1,3,1040546
4,4,1,3,1040540
14,14,1,3,1040544
0,0,1,3,1040558
63,47,1,3,1040552
2,2,1,3,1040551
15,15,1,3,1040568
8,5,1,3,1040561
3,3,1,3,1040566
1,1,1,3,1040567
55,48,1,3,1040565
0,0,1,3,1040577
59,42,1,3,1040573
1,1,1,3,1040574
1,1,1,3,1040587
24,12,1,3,1040586
6,7,1,3,1040588
42,34,1,3,1040592
4,3,1,3,1040593
5,5,1,3,1040604
12,6,1,3,1040607
5,3,1,3,1040616
37,31,1,3,1040611
40,29,1,3,1040617
2,2,1,3,1040620
1,1,1,3,1040625
2,2,1,3,1040624
43,25,1,3,1040628
1,1,1,3,1040631
2,2,1,3,1040637
28,27,1,3,1040635
2,2,1,3,1040638
0,0,1,3,1040632
0,0,1,3,1040643
8,8,1,3,1040642
30,23,1,3,1040641
399,187,1,3,1040666
4,4,1,3,1040662
2,2,1,3,1040663
1,1,1,3,1040677
20,23,1,3,1040673
9,9,1,3,1040676
25,23,1,3,1040687
20,20,1,3,1040688
46,20,1,3,1040686
11,7,1,3,1040682
11,13,1,3,1040694
16,37,1,3,1040690
1,1,1,3,1040697
0,0,1,3,1040701
46,22,1,3,1040708
0,0,1,3,1040703
201,164,1,3,1040718
2,2,1,3,1040714
104,85,1,3,1040722
4,4,1,3,1040725
40,18,1,3,1040726
4,4,1,3,1040724
59,57,1,3,1040733
0,0,1,3,1040738
2,2,1,3,1040732
12,12,1,3,1040735
0,0,1,3,1040746
6,6,1,3,1040748
3,4,1,3,1040740
189,187,1,3,1040758
320,266,1,3,1040751
1,1,1,3,1040757
0,0,1,3,1040755
72,53,1,3,1040753
11,11,1,3,1040764
0,0,1,3,1040760
8,7,1,3,1040761
2,2,1,3,1040763
80,60,1,3,1040766
18,17,1,3,1040767
65,29,1,3,1040771
19,18,1,3,1040775
15,14,1,3,1040772
10,10,1,3,1040774
14,13,1,3,1040773
2,2,1,3,1040778
2,1,1,3,1040776
0,0,1,3,1040782
